disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Factors that affect ability to adapt,col2_Degree to which this factor challenges/supports the adaptive capacity of your jurisdiction,col3_Describe how the factor supports or challenges the adaptive capacity of your jurisdiction
2025 Disclosure Cycle,779465,CDP,73759,Jambi City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,8,Row 8,Access to basic services,Supports: Significantly supports,"Kemudahan akses masyarakat terhadap layanan dasar, seperti air minum dan pelayanan kesehatan, berkontribusi pada percepatan penerimaan bantuan bagi masyarakat terdampak. Hal serupa juga berlaku pada kemudahan akses pertolongan melalui layanan panggilan darurat 112 apabila terjadi bencana."
2025 Disclosure Cycle,779465,CDP,73759,Jambi City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,9,Row 9,Legal/Institutional constraints,Challenges: Moderately challenges,"Secara kelembagaan, Kota Jambi memiliki Dinas Pemadam Kebakaran dan Penyelamatan yang berfungsi utama dalam upaya pemadaman dan penyelamatan. Namun demikian, penanganan bencana secara umum belum tercakup dalam nomenklatur resmi lembaga tersebut."
2025 Disclosure Cycle,779465,CDP,73759,Jambi City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,10,Row 10,Rapid urbanization,Challenges: Significantly challenges,"Pertumbuhan jumlah penduduk di Kota Jambi secara signifikan berkontribusi terhadap meningkatnya berbagai permasalahan sosial, antara lain pengangguran, bertambahnya jumlah tunawisma dan berkembangnya kawasan permukiman kumuh, serta semakin parahnya kemacetan lalu lintas."
2025 Disclosure Cycle,779465,CDP,73759,Jambi City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,11,Row 11,Access to healthcare,Supports: Moderately supports,"Kota ini belum memiliki kebijakan efisiensi energi dan polusi udara. Namun pemerintah kota telah memasukkan isu pencemaran udara dalam program DAMKAR, DLH dan Dinas Kesehatan dalam konteks dampak asap kebakaran hutan dan lahan. Selain itu, ketersediaan obat-obatan dasar juga penting dalam menghadapi ancaman penyakit akibat kekeringan, banjir, dan angin puting beliung skala kecil. Biasanya berhubungan dengan infeksi saluran pernapasan atas dan diare."
2025 Disclosure Cycle,779465,CDP,73759,Jambi City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,12,Row 12,Access to quality / relevant data,Supports: Moderately supports,"Kota ini belum memiliki kebijakan efisiensi energi dan polusi udara. Namun pemerintah kota telah memasukkan isu pencemaran udara dalam program DAMKAR, DLH dan Dinas Kesehatan dalam konteks dampak asap kebakaran hutan dan lahan. Selain itu, ketersediaan obat-obatan dasar juga penting dalam menghadapi ancaman penyakit akibat kekeringan, banjir, dan angin puting beliung skala kecil. Biasanya berhubungan dengan infeksi saluran pernapasan atas dan diare."
2025 Disclosure Cycle,779465,CDP,73763,San Carlos City,City,South East Asia & Oceania,Philippines,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Access to education,Challenges: Significantly challenges,"The adaptive capacity of San Carlos City is influenced by several key factors: limited funding, gaps in technical expertise, outdated infrastructure, uneven community awareness, coordination issues among local offices, and environmental stress from urban expansion all make climate adaptation more difficult, while support from national programs, technical partnerships, infrastructure improvements, active community groups, strong DRRM systems, and ongoing environmental initiatives help reinforce the city's ability to respond to climate challenges."
2025 Disclosure Cycle,779465,CDP,73782,Thimphu,City,India,Bhutan,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Technical capacity,Challenges: Significantly challenges,There is no dedicated technical experts or teams to look after the disaster management programs due to lack of capacity in the city.
2025 Disclosure Cycle,779465,CDP,73782,Thimphu,City,India,Bhutan,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,2,Row 2,Resource availability,Challenges: Moderately challenges,"There is a need for a stockpile for emergencies, such as water supply pipes, portable treatment plants. portable generators, fuel for generators, and water tankers at strategic locations around the city."
2025 Disclosure Cycle,779465,CDP,73782,Thimphu,City,India,Bhutan,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,3,Row 3,Infrastructure capacity,Challenges: Moderately challenges,There is a need for an Emergency Operation Center (OEC) equipped with all the communication setups and links with the National Emergency Operation Center (NEOC) and other relevant agencies.
2025 Disclosure Cycle,779465,CDP,73795,Girardota,City,Latin America,Colombia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,"Degradation, loss, and quality and quantity of green space and ecosystems",Challenges: Moderately challenges,La degradación de los ecosistemas desafía la capacidad de adaptación por la creciente demanda demográfica. No tener control cobre el Plan de Ordenamiento Territorial en cuanto a la construcción de viviendas ha conllevado a eliminación de importantes zonas verdes y algunos ecosistemas que se encuentran en la alta montaña.
2025 Disclosure Cycle,779465,CDP,73810,"Miami-Dade, FL",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Resource availability,Challenges: Significantly challenges,"To properly impact adaptation to climate change, significant resources are required and are currently unavailable. "
2025 Disclosure Cycle,779465,CDP,73810,"Miami-Dade, FL",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,2,Row 2,Political stability,Challenges: Moderately challenges,"While Miami-Dade County and other South Florida municipalities often propose ambitious policies in support of emissions reductions, there are past and potential future decisions in State Government which can result in pre-emption of local policy."
2025 Disclosure Cycle,779465,CDP,73810,"Miami-Dade, FL",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,3,Row 3,Access to education,Supports: Significantly supports,"South Florida has a number of leading higher education institutions, such as Miami-Dade College, Florida International University, University of Miami, and others. There is a wealth of climate-related research , solution development throughout these institutions. In addition, the County engages these groups through The Resilient305 Collaborative. The Resilient305 Collaborative began in 2019 as an outcome of the MetroLab Network membership and the Greater Miami & the Beaches (GM&B) Resilient305 Strategy. The Collaborative is a joint academic-government research partnership among Florida International University, Miami Dade College, University of Miami, and government and community-based organization leaders of GM&B committed to advancing community resilience."
2025 Disclosure Cycle,779465,CDP,73810,"Miami-Dade, FL",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,4,Row 4,Budgetary capacity,Challenges: Somewhat challenges,"Like any local government, budgetary capacity to fund climate projects can be limited. We utilize state and/or federal funding to help support large-scale investments and infrastructure projects."
2025 Disclosure Cycle,779465,CDP,73810,"Miami-Dade, FL",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,5,Row 5,Water security,Challenges: Moderately challenges,Sea level rise threatens to cause salt water intrusion into our underground aquifer.
2025 Disclosure Cycle,779465,CDP,73879,Roskilde Municipality,City,Europe,Denmark,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Budgetary capacity,Challenges: Moderately challenges,"The budgetary capacity is not unlimited. The challenge is that Roskilde Municipality cannot adapt to every conceivable climate risks and hazards. We assess the various climate risks and the appropriate adaption measures, as well as use this information as the basis for prioritizing which adaption actions to go with and in what order."
2025 Disclosure Cycle,779465,CDP,73879,Roskilde Municipality,City,Europe,Denmark,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,2,Row 2,Community engagement,Challenges: Somewhat challenges,"Roskilde municipality and the utlity company Fors do not have the authority, responsibility or capacity to carry out all the appropriate climate adaptions measures. Private landowners, businesses and housing associations are other types of community actors within the jurisdiction that have a responsibility for dealing with rainwater on one's own property. Community engagement with these actors is key for the municipality because they play a central role in realisering some of the measures in the action plan. However, it can be somewhat challenging to engage all of them, as some of them may priortitize differently."
2025 Disclosure Cycle,779465,CDP,73892,Holbæk Municipality,City,Europe,Denmark,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Community engagement,Challenges: Significantly challenges,"In relation to flood risk. It is by default the individual property owner to secure the property towards flooding. Municipal initiative can be taken in relation to establishing storm surge protection, but it has to be paid by the protected property owners. If the community engagement is lacking or the local financial capacity is lacking, then the projects are hard to realise."
2025 Disclosure Cycle,779465,CDP,73892,Holbæk Municipality,City,Europe,Denmark,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,2,Row 2,"Degradation, loss, and quality and quantity of green space and ecosystems",Challenges: Somewhat challenges,"The loss of green spaces, and increasing amount of paved areas, is threatening both urban nature, and the health benefits related to these. But lack of green areas are increasing problems regarding to urban water runoff, resulting in increased flood risk."
2025 Disclosure Cycle,779465,CDP,73892,Holbæk Municipality,City,Europe,Denmark,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,3,Row 3,Budgetary capacity,Challenges: Significantly challenges,The municipal financial capacity is limited. Meaning the municipal is not able to do the necessary investments in climate adaptation initiatives.
2025 Disclosure Cycle,779465,CDP,73892,Holbæk Municipality,City,Europe,Denmark,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,4,Row 4,Environmental conditions,Challenges: Somewhat challenges,"Our water systems is under ecological threat from agricultural water discharge. This is affecting the aquatic environment and the biodiversity in these areas. The increasing demand of land, both for urban and agricultural use is pressuring nature in rural areas."
2025 Disclosure Cycle,779465,CDP,73892,Holbæk Municipality,City,Europe,Denmark,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,5,Row 5,Land use planning,Supports: Somewhat supports,"Urban and land use planning, supports the work in securing green infrastructure and green spaces in areas under development."
2025 Disclosure Cycle,779465,CDP,73892,Holbæk Municipality,City,Europe,Denmark,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,6,Row 6,Environmental regularization of land,Supports: Moderately supports,"The recent national emphasis on extensification and the reallocation of farmland creates opportunities for natural habitats to expand, contributing positively to water regulation and enhancing biodiversity."
2025 Disclosure Cycle,779465,CDP,74296,Pekalongan,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Access to basic services,Challenges: Significantly challenges,BPBD: Target usia dan membutuhkan Sumber Daya Manusia yang baik
2025 Disclosure Cycle,779465,CDP,74302,Bandar Lampung City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Connectivity,Challenges: Somewhat challenges,"How Connectivity Supports Adaptive Capacity\n\nTransportation networks: Good road links between neighborhoods and coastal/rural areas enable faster evacuation during floods or landslides, and improve access to emergency services.\n\nInformation flow: Mobile networks, early warning systems, and community-based communication platforms help disseminate disaster alerts and climate-related information quickly.\n\nInstitutional linkages: Collaboration between local government, universities, NGOs, and community organizations strengthens coordination in climate adaptation planning.\n\nMarket access: Well-connected markets allow communities to diversify livelihoods and recover more quickly after climate-related disruptions.\n\nHow Connectivity Challenges Adaptive Capacity\n\nInfrastructure inequality: Peripheral or low-income areas often have poor road access and limited digital connectivity, slowing emergency response and recovery.\n\nFragmented governance: Lack of coordination between agencies or between city and provincial authorities can lead to overlaps or gaps in adaptation measures.\n\nUnplanned urban expansion: Rapid development without integrated transport planning increases congestion and reduces the effectiveness of evacuation routes.\n\nEnvironmental degradation: Overbuilt infrastructure corridors (roads, drainage, and ports) sometimes replace green areas, increasing flood risks and heat stress.\n\nKey Implications for Bandar Lampung\n\nEnhancing transportation and digital networks equitably across the city improves emergency response and adaptive capacity.\n\nStrengthening cross-sector and cross-level governance ensures policies and programs are better aligned and more inclusive.\n\nIncorporating green infrastructure and climate-resilient design into connectivity projects reduces unintended environmental harm.\n"
2025 Disclosure Cycle,779465,CDP,74302,Bandar Lampung City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,2,Row 2,Infrastructure conditions / maintenance,Challenges: Somewhat challenges,"How Infrastructure Conditions/Maintenance Support Adaptive Capacity\n\nReliable drainage systems: Well-maintained drains and flood control structures reduce urban flooding, protect property, and shorten recovery times.\n\nDurable transport networks: Roads, bridges, and public transport in good condition improve mobility during emergencies and ensure supplies reach affected areas.\n\nResilient public facilities: Schools, hospitals, and evacuation centers that are structurally sound can function as safe shelters during disasters.\n\nWater and sanitation systems: Properly maintained pipes and treatment facilities secure clean water and reduce disease outbreaks after flooding.\n\nEnergy infrastructure: Stable electricity networks allow early warning systems, emergency lighting, and communication to function during extreme events.\n\nHow Infrastructure Conditions/Maintenance Challenge Adaptive Capacity\n\nAging or damaged infrastructure: Poorly maintained roads, drainage channels, or flood gates increase disaster risk and delay recovery efforts.\n\nUneven service provision: Peripheral or low-income neighborhoods may lack adequate drainage, waste management, or paved roads, making them more vulnerable.\n\nBudget constraints: Limited funding for maintenance leads to a cycle of degradation and emergency repairs instead of proactive resilience building.\n\nEnvironmental side effects: Infrastructure built without climate-sensitive design can exacerbate runoff, heat islands, or erosion.\n\n"
2025 Disclosure Cycle,779465,CDP,74302,Bandar Lampung City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,3,Row 3,Budgetary capacity,Challenges: Somewhat challenges,"How Budgetary Capacity Supports Adaptive Capacity\n\nAdequate funding for adaptation programs: Sufficient budget allows the city to invest in climate-resilient infrastructure, drainage, and green spaces.\n\nEmergency preparedness and response funds: Dedicated contingency funds make it easier to mobilize rapid disaster relief and recovery efforts.\n\nCapacity building and training: Budget allocations can support training for city staff, community volunteers, and local institutions on climate risk management.\n\nInnovation and partnerships: Strong financial capacity enables co-funding with national agencies, private sector, and international donors for large-scale adaptation projects.\n\nHow Budgetary Capacity Challenges Adaptive Capacity\n\nLimited local revenue: Dependence on transfers from higher levels of government can slow or restrict climate adaptation projects.\n\nCompeting priorities: Budgets may be focused on short-term needs (e.g., road repairs, social assistance) rather than long-term resilience investments.\n\nInsufficient maintenance funding: Underfunding infrastructure maintenance reduces the effectiveness of existing assets during climate events.\n\nAdministrative or procedural delays: Complex budgeting processes can delay the release of funds for urgent adaptation actions."
2025 Disclosure Cycle,779465,CDP,74302,Bandar Lampung City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,4,Row 4,Rapid urbanization,Challenges: Somewhat challenges,"How Rapid Urbanization Supports Adaptive Capacity\n\nEconomic opportunities: A growing urban economy can increase the tax base, giving the city more resources to invest in climate-resilient infrastructure.\n\nConcentration of services: Urban areas make it easier to deliver health care, education, and emergency response services to more people.\n\nInnovation and partnerships: Higher population density attracts private sector investment and NGOs, which can bring in climate adaptation projects, technology, and funding.\n\nEfficient infrastructure investment: With more residents in one area, infrastructure like drainage or public transport can be built and maintained more cost-effectively.\n\nHow Rapid Urbanization Challenges Adaptive Capacity\n\nExpansion into risk-prone areas: Informal settlements often grow on floodplains, hillsides, or coastal zones, increasing exposure to hazards.\n\nPressure on infrastructure: Drainage, water supply, waste management, and transport networks become overloaded, reducing their reliability during disasters.\n\nLoss of green space: Urban expansion frequently replaces wetlands, mangroves, and open areas that naturally buffer floods and heat.\n\nIncreased inequality: Vulnerable populations may be pushed to marginal land or inadequate housing, making them less resilient.\n\nGovernance strain: City agencies may struggle to keep pace with rapid growth, resulting in fragmented planning and weak enforcement of building codes."
2025 Disclosure Cycle,779465,CDP,74302,Bandar Lampung City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,5,Row 5,Access to basic services,Challenges: Somewhat challenges,"How Access to Basic Services Supports Adaptive Capacity\n\nHealth and well-being: Reliable access to clean water, sanitation, and health care reduces disease outbreaks after floods or heatwaves.\n\nPreparedness and response: Access to emergency services, disaster shelters, and public information systems enables faster evacuation and coordinated action.\n\nEducation and awareness: Schools and community centers provide platforms for climate education, drills, and risk awareness programs.\n\nEconomic stability: Consistent electricity, water, and waste services support local businesses and daily livelihoods, strengthening household resilience.\n\nSocial protection: Integrated social services can provide targeted support to vulnerable groups during climate shocks.\n\nHow Limited Access to Basic Services Challenges Adaptive Capacity\n\nUnequal service provision: Peripheral or informal settlements often lack reliable water, drainage, and waste management, making them more exposed to flooding and disease.\n\nOverloaded systems: Rapid population growth can strain existing health, water, and sanitation infrastructure, reducing their effectiveness during emergencies.\n\nBarriers for vulnerable groups: Women, children, the elderly, and people with disabilities may have difficulty accessing emergency shelters or health services.\n\nLonger recovery times: Lack of basic services after a disaster slows rebuilding and increases poverty and health risks."
2025 Disclosure Cycle,779465,CDP,74317,Surat Thani Municipality,City,South East Asia & Oceania,Thailand,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Budgetary capacity,Supports: Moderately supports,ปัจจัยบวก ผู้บริหารให้ความสำคัญกับการแก้ไขปัญหาด้านผลกระทบต่อการเปลี่ยนแปลงสภาพภูมิอากาศ มีงบประมาณเพียงพอ\n
2025 Disclosure Cycle,779465,CDP,74317,Surat Thani Municipality,City,South East Asia & Oceania,Thailand,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,2,Row 2,Infrastructure capacity,Challenges: Moderately challenges,ปัจจัยลบ เมืองมีการเจริญเติบโตอย่างรวดเร็ว ทำให้การแก้ไขปัญหาด้านโครงสร้างพื้นฐาน ไม่สามารถดำเนินการได้
2025 Disclosure Cycle,779465,CDP,74325,Pontianak,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Other: ,Challenges: Somewhat challenges,"The factor that has the most impact on the adaptation of Pontianak City to climate change is the cooperation of the residents because some disasters are influenced by the behavior of the residents. Budgetary capacity of the regional also hinders adaptation so that it is necessary to involve stakeholders and be assisted by grants, CSR funds ,and mentoring assistance so that Pontianak City have a good program in order to adapt."
2025 Disclosure Cycle,779465,CDP,74325,Pontianak,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,2,Row 2,Other: citizen cooperation and budgetary capacity,Challenges: Somewhat challenges,"The factor that has the most impact on the adaptation of Pontianak City to climate change is the cooperation of the residents because some disasters are influenced by the behavior of the residents. Budgetary capacity of the regional also hinders adaptation so that it is necessary to involve stakeholders and be assisted by grants, CSR funds ,and mentoring assistance so that Pontianak City have a good program in order to adapt."
2025 Disclosure Cycle,779465,CDP,74332,Manado City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,"Access to mobility and transport services (e.g. walk paths, cycle infrastructure, roads, public transport)",Challenges: Moderately challenges,"Kapasitas adaptif Kota Manado didukung oleh adanya kerangka kebijakan nasional dan daerah terkait iklim, keberadaan kelembagaan lintas sektor, ekosistem alami seperti hutan lindung dan mangrove, serta meningkatnya kesadaran masyarakat dan penerapan infrastruktur hijau yang memberi peluang penguatan adaptasi; namun kapasitas ini masih ditantang oleh keterbatasan infrastruktur dan tata ruang (drainase dan alih fungsi lahan), tingginya emisi dari transportasi dan limbah, lemahnya koordinasi kelembagaan dan keterbatasan pendanaan, kerentanan sosial-ekonomi masyarakat miskin di bantaran sungai dan pesisir, serta tekanan urbanisasi yang mengurangi ruang terbuka hijau, sehingga secara keseluruhan dukungan yang ada masih berhadapan dengan hambatan struktural dan sosial yang signifikan.\n"
2025 Disclosure Cycle,779465,CDP,74334,Cirebon City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Infrastructure conditions / maintenance,Supports: Significantly supports,"One of crucial supporting factor for a jurisdiction's adaptive capacity to extreme weather disasters is collaboration between institutions and communities (Pentahelix).\nThis pentahelix synergy enables jurisdictions to combine diverse resources, expertise, and perspectives to create a more comprehensive and resilient response to extreme weather. For example, the Regional Disaster Management Agency (BPBD) can collaborate with the Meteorology, Climatology, and Geophysics Agency (BMKG) to obtain accurate weather forecast data, collaborate with universities to map vulnerable areas, and engage the media to inform the public, while local communities remain prepared with prepared emergency plans."
2025 Disclosure Cycle,779465,CDP,74334,Cirebon City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,2,Row 2,Environmental conditions,Challenges: Moderately challenges,"One of the factors challenging drought adaptation capacity is the lack of adequate infrastructure and air management technology.\nCirebon City lacks widespread clean water infrastructure (such as drilled wells, pipes, and air treatment plants), especially in drought-prone areas. This makes it difficult for residents to access clean water during droughts."
2025 Disclosure Cycle,779465,CDP,74334,Cirebon City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,3,Row 3,Environmental conditions,Challenges: Significantly challenges,"One factor that poses a significant challenge to the jurisdiction's adaptive capacity to flood disasters is limited budget and resources.\nBuilding or improving flood mitigation infrastructure such as embankments, advanced drainage systems, or dams, as well as the use of advanced technologies such as early warning systems, flood prediction models, and sensors, require large budgets and ongoing operational costs."
2025 Disclosure Cycle,779465,CDP,74334,Cirebon City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,4,Row 4,Environmental conditions,Challenges: Significantly challenges,"Urban flooding is primarily triggered by poor environmental management, such as inadequate drainage systems, limited green spaces, and development that does not comply with spatial planning. These conditions accelerate inundation during heavy rains and increase the risk of flooding in densely populated areas. Governments face significant challenges in building modern drainage infrastructure and implementing predictive and early warning technologies, due to budget constraints and technical resources that often outstrip the complexity of the problems faced."
2025 Disclosure Cycle,779465,CDP,74334,Cirebon City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,5,Row 5,Environmental regularization of land,Challenges: Moderately challenges,"One of the most challenging factors that is crucial to a jurisdiction's adaptive capacity to mass movement disasters is inappropriate spatial planning and land use.\nMany settlements, roads, and infrastructure are built on areas with steep slopes. This development disrupts soil stability and natural drainage, increasing the risk of landslides.\nFurthermore, land conversion from vegetation to mining significantly impacts the strength of soil/rock slopes."
2025 Disclosure Cycle,779465,CDP,74346,Bengkulu City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Access to basic services,Challenges: Significantly challenges,Support: Adopting renewable energy policies or investing in disaster-resilient infrastructure can support a jurisdiction's adaptive capacity.\nChallenge: Increasing the frequency of natural disasters or reliance on resources vulnerable to climate change can challenge a jurisdiction's adaptive capacity.\n
2025 Disclosure Cycle,779465,CDP,74350,Jayapura City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Access to education,Challenges: Significantly challenges,"The public is not sufficiently educated about climate change. They are unaware that their activities contribute to the absorption and emission of greenhouse gases. For example, they still practice shifting cultivation, they still don't properly sort their waste, and so on."
2025 Disclosure Cycle,779465,CDP,74350,Jayapura City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,4,Row 4,Geography,Challenges: Significantly challenges,"The geography of Jayapura City is quite challenging. 40% of the area is uninhabitable due to its steep hills with a 40-degree slope, swampy terrain, and conservation status (protected forest). Meanwhile, the population growth rate is quite high. This has led to numerous land use changes, from forests to built-up areas or swamps filled in for development."
2025 Disclosure Cycle,779465,CDP,74350,Jayapura City,City,South East Asia & Oceania,Indonesia,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,5,Row 5,Community engagement,Supports: Significantly supports,"To address these challenges, the Jayapura city government is striving to increase community capacity in environmental management. For example, the government is forming community groups that carry out climate change adaptation and mitigation activities such as planting and waste recycling.\nadditionally, community groups planting mangroves and caring for city forest receiving financial assistance from Jayapura City Government"
2025 Disclosure Cycle,779465,CDP,74371,Himeji,City,Japan,Japan,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Infrastructure conditions / maintenance,Supports: Significantly supports,道路交通機能、上下水道等インフラ機能の強化
2025 Disclosure Cycle,779465,CDP,74401,"City of Encinitas, CA",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Budgetary capacity,Challenges: Significantly challenges,"The City of Encinitas has 113 pending projects identified by both City Departments and City Council. The total cost of these projects is approximately $1.31 billion. In a typical year, the City has approximately $5.5M to $8M available in new funding for capital or infrastructure projects. Approximately $4M of that funding is typically used to maintain pavement on the City's roadways. Considering the limited funding sources and the completing infrastructure needs, budgetary capacity is the largest challenge toward climate adaptation."
2025 Disclosure Cycle,779465,CDP,74414,"Boulder County, CO",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,1,Row 1,Budgetary capacity,Supports: Significantly supports,Boulder County has a high budget for climate action and resources to support the community during climate change events. 
2025 Disclosure Cycle,779465,CDP,74414,"Boulder County, CO",City,North America,United States of America,Public,Q2.3,Identify and describe the most significant factors impacting on your jurisdiction's ability to adapt to climate change and indicate how those factors either support or challenge this ability.,2,Row 2,Access to quality / relevant data,Supports: Significantly supports,"Boulder County is consistently trying to improve its data collection to better predict, respond, and adapt to the impacts of climate change. "
