disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,What language are you submitting your response in?
2025 Disclosure Cycle,779465,CDP,59985,City of Puerto Princesa,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,59996,Batangas City,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,59997,City of Iloilo,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,59998,Narayanganj City Corporation,City,India,Bangladesh,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60003,Baguio City,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60007,City of Santa Rosa,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60009,Bacolod City,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60019,Rajshahi City Corporation,City,India,Bangladesh,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60029,City of Cagayan de Oro,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60051,Kakinada Municipal Corporation,City,India,India,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60078,City of Lappeenranta,City,Europe,Finland,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60097,City of Sarajevo,City,Europe,Bosnia and Herzegovina,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60102,Blackpool Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60104,Cambridge City Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60105,Kirklees Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60108,Norwich City Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60112,City of Debrecen,City,Europe,Hungary,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60113,Dundee City Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60126,City of Tartu,City,Europe,Estonia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60127,Municipality of Thessaloniki,City,Europe,Greece,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60140,City of Nakuru,City,UKWW,Kenya,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60142,City of Kisumu,City,UKWW,Kenya,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60151,City of Tuzla (Bosnia-Herzegovina),City,Europe,Bosnia and Herzegovina,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60165,Municipality of Fuenlabrada,City,Europe,Spain,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60178,Linköping Municipality,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60183,City of Rzeszów,City,Europe,Poland,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60186,Nacka Municipality,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60187,City of Solna,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60216,Växjö Municipality,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60226,Luleå Municipality,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60236,Trelleborg Municipality,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60268,Prefeitura de Brumadinho,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,60305,Prefeitura de Mossoró,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,60310,Prefeitura de Petrópolis,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,60320,Prefeitura de Presidente Prudente,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,60332,Prefeitura de São Carlos,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,60341,Prefeitura de Rio Grande,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,60349,Prefeitura de São Leopoldo,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,60351,Prefeitura de Sobral,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,60361,Prefeitura de Tangará da Serra,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,60381,Alcaldía Distrital de Santa Marta,City,Latin America,Colombia,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60384,Alcaldía de Yopal,City,Latin America,Colombia,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60385,Alcaldía de Villavicencio,City,Latin America,Colombia,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60388,Municipalidad Provincial de Chiclayo,City,Latin America,Peru,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60396,Municipalidad Provincial de Maynas (Iquitos),City,Latin America,Peru,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60400,Municipalidad de Temuco,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60407,Municipalidad de Colina,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60408,Municipalidad de Talca,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60410,Municipalidad de Peñalolén,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60433,Hvidovre Municipality,City,Europe,Denmark,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60546,Nanjing Municipal People's Government,City,China,China,Public,Q1.1,What language are you submitting your response in?,,,Chinese
2025 Disclosure Cycle,779465,CDP,60588,City of Alba Iulia,City,Europe,Romania,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60599,"Town of Bridgewater, NS",City,North America,Canada,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60602,"Town of Ajax, ON",City,North America,Canada,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60625,Dire Dawa,City,UKWW,Ethiopia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60656,"City of Piedmont, CA",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,60892,Municipalidad de Punta Arenas,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60905,Municipalidad de Maipú,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,60906,Municipalidad de Vitacura,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,61467,Dipolog City,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,62171,Metropolitan Municipality of Rouen,City,Europe,France,Public,Q1.1,What language are you submitting your response in?,,,Other: Français
2025 Disclosure Cycle,779465,CDP,62407,Blacktown City Council,City,South East Asia & Oceania,Australia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,62791,City of Botoșani,City,Europe,Romania,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,62793,City of Ploiești,City,Europe,Romania,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,62795,City of Brașov,City,Europe,Romania,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,62800,City of Bistrița,City,Europe,Romania,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,63562,"City of South Bend, IN",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,63601,"Township of Maplewood, NJ",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,63608,City of Melville,City,South East Asia & Oceania,Australia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,63836,Vadodara Municipal Corporation,City,India,India,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,63941,"Broward County, FL",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,64014,"City of Cupertino, CA",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,68250,City of Canada Bay,City,South East Asia & Oceania,Australia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,68265,Georges River Council,City,South East Asia & Oceania,Australia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,68267,Sutherland Shire Council,City,South East Asia & Oceania,Australia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,68384,Prefeitura de Engenheiro Coelho,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,69824,Västervik Municipality,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,69849,Santa Cruz de Galápagos,City,Latin America,Ecuador,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,69968,Alcaldia de Rionegro,City,Latin America,Colombia,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,70247,Hsinchu City Government,City,China,East Asia,Public,Q1.1,What language are you submitting your response in?,,,Chinese
2025 Disclosure Cycle,779465,CDP,73295,"City of La Crosse, WI",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73413,Commune de Cocody,City,UKWW,Côte d'Ivoire,Public,Q1.1,What language are you submitting your response in?,,,Other: 
2025 Disclosure Cycle,779465,CDP,73645,KwaDukuza,City,UKWW,South Africa,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73666,"Cuyahoga County, OH",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73669,"San Luis Obispo, CA",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73671,Godoy Cruz,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,73678,Chañar Ladeado,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,73683,Municipality of Durango,City,Europe,Spain,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,73687,Sabaneta,City,Latin America,Colombia,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,73725,Guaminí,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,73737,"City of Naga, Camarines Sur",City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73738,Khon Kaen City Municipality,City,South East Asia & Oceania,Thailand,Public,Q1.1,What language are you submitting your response in?,,,Other: Thai
2025 Disclosure Cycle,779465,CDP,73742,City of Catbalogan,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73746,Probolinggo,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73750,Tarakan City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73752,Bontang City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73755,Legazpi City,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73758,Mataram City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73759,Jambi City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,Other: Bahasa Indonesia
2025 Disclosure Cycle,779465,CDP,73763,San Carlos City,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73771,Banjarmasin City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,Other: Indonesia
2025 Disclosure Cycle,779465,CDP,73782,Thimphu,City,India,Bhutan,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73795,Girardota,City,Latin America,Colombia,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,73810,"Miami-Dade, FL",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73879,Roskilde Municipality,City,Europe,Denmark,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,73892,Holbæk Municipality,City,Europe,Denmark,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74296,Pekalongan,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,Other: Indonesian
2025 Disclosure Cycle,779465,CDP,74302,Bandar Lampung City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,Other: indonesia
2025 Disclosure Cycle,779465,CDP,74317,Surat Thani Municipality,City,South East Asia & Oceania,Thailand,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74325,Pontianak,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74332,Manado City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,Other: Bahasa
2025 Disclosure Cycle,779465,CDP,74334,Cirebon City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74346,Bengkulu City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74350,Jayapura City,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74371,Himeji,City,Japan,Japan,Public,Q1.1,What language are you submitting your response in?,,,Japanese
2025 Disclosure Cycle,779465,CDP,74391,Ternate,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74401,"City of Encinitas, CA",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74414,"Boulder County, CO",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74418,"Town of Breckenridge, CO",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74462,"Village of Oak Park, IL",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74508,"City of Winona, MN",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74531,"Santa Fe County, NM",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74539,"City of Oberlin, OH",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74540,"Village of Hastings-on-Hudson, NY",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74560,"City of Moab, UT",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74568,"City of Shoreline, WA",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74575,"Dane County, WI",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74594,"City of Boynton Beach, FL",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74670,Antalya Metropolitan Municipality,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74671,Kadıköy,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74672,Nilüfer Municipality,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74673,İzmir Metropolitan Municipality,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74680,City of Iași,City,Europe,Romania,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,74690,Municipality of L'Hospitalet de Llobregat,City,Europe,Spain,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,74698,Beira,City,UKWW,Mozambique,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,826129,Ayuntamiento de Jesús María,City,Latin America,Mexico,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,826208,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),City,Latin America,Mexico,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,826211,Junta Intermunicipal de Medio Ambiente Altos Sur (JIAS),City,Latin America,Mexico,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,826212,JIRCO,City,Latin America,Mexico,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,826217,Prefeitura de Francisco Morato,City,Latin America,Brazil,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,826396,Municipality of Sintra,City,Europe,Portugal,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,826405,Municipality of Maia,City,Europe,Portugal,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,826425,Municipality of Caldas da Rainha,City,Europe,Portugal,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,826426,Municipality of Covilhã,City,Europe,Portugal,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,826429,Municipality of Figueira da Foz,City,Europe,Portugal,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,826431,Municipality of Loulé,City,Europe,Portugal,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,826446,City of Bradford,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,831234,"City of Fredericton, NB",City,North America,Canada,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,831431,Cornwall Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,831674,Municipality of Amarante,City,Europe,Portugal,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,831812,Municipalidad de Puerto Barrios,City,Latin America,Guatemala,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,831923,Muğla,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,831952,Municipalidad de Portoviejo,City,Latin America,Ecuador,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,831999,Municipalidad de Monteverde,City,Latin America,Costa Rica,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,832078,Municipality of Mafra,City,Europe,Portugal,Public,Q1.1,What language are you submitting your response in?,,,Portuguese
2025 Disclosure Cycle,779465,CDP,832300,North Tyneside Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,832508,Hartlepool Borough Council,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,832610,"Orange County, NC",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,832838,"Town of Wellfleet, MA",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,834058,Bogor Regency,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,834083,"City of Eau Claire, WI",City,North America,United States of America,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,834094,City of Ligao,City,South East Asia & Oceania,Philippines,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,834120,City of Tanjungpinang,City,South East Asia & Oceania,Indonesia,Public,Q1.1,What language are you submitting your response in?,,,Other: Bahasa Indonesia
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q1.1,What language are you submitting your response in?,,,Other: 한국어
2025 Disclosure Cycle,779465,CDP,834131,Fuji City,City,Japan,Japan,Public,Q1.1,What language are you submitting your response in?,,,Japanese
2025 Disclosure Cycle,779465,CDP,834142,George Local Municipality,City,UKWW,South Africa,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,834161,Kinmen County Government,City,China,East Asia,Public,Q1.1,What language are you submitting your response in?,,,Chinese
2025 Disclosure Cycle,779465,CDP,834255,Municipality of Guaymallén,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,834261,Municipality of Irapuato,City,Latin America,Mexico,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,834273,Municipality of Lautaro,City,Latin America,Chile,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,834280,Municipality of Pérez,City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,834284,Municipality of Salamanca,City,Latin America,Mexico,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,834339,Odawara City,City,Japan,Japan,Public,Q1.1,What language are you submitting your response in?,,,Japanese
2025 Disclosure Cycle,779465,CDP,834347,Seberang Perai Municipal Council,City,South East Asia & Oceania,Malaysia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,834348,Phuentsholing Municipality,City,India,Bhutan,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,834382,City of Trollhättan,City,Europe,Sweden,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,834386,Thung Song Town Municipality,City,South East Asia & Oceania,Thailand,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,834400,Yasothon Town Municipality,City,South East Asia & Oceania,Thailand,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,834515,Şanlıurfa Metropolitan Municipality,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,838937,Mersin Metropolitan Municipality,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,838939,Kocaeli Metropolitan Municipality,City,UKWW,Türkiye,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,839572,Putrajaya City,City,South East Asia & Oceania,Malaysia,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,839666,Municipio de Escuintla,City,Latin America,Guatemala,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,839668,Municipio de Iztapa,City,Latin America,Guatemala,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,839669,Municipio de San Jose,City,Latin America,Guatemala,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,839970,San Justo (Argentina),City,Latin America,Argentina,Public,Q1.1,What language are you submitting your response in?,,,Spanish
2025 Disclosure Cycle,779465,CDP,840024,Perth and Kinross,City,UKWW,United Kingdom,Public,Q1.1,What language are you submitting your response in?,,,English
2025 Disclosure Cycle,779465,CDP,840075,Unley City Council,City,South East Asia & Oceania,Australia,Public,Q1.1,What language are you submitting your response in?,,,English
