disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Climate action plan type^,col2_Plan attachment^,"col3_Name of plan and URL link, if applicable^",col4_Confirm attachment/link provided to plan,col5_Boundary of plan relative to jurisdiction boundary,col6_Processes for monitoring evaluation and updates of plan^,col7_Plan status/progress towards plan,col8_Funding sources and financial instruments to finance plan,col9_Communities and organizations engaged,col10_Describe if and how climate-related scenarios have informed the plan,col11_Primary author(s) of plan^,"col12_Assessment of co-benefits, trade-offs, and synergies of actions included in plan",col13_Year of formal approval of plan^,col14_End year of plan,col15_Total cost of implementation of plan (in currency specified in 1.2),col16_Sectors covered by action plan,col17_Please explain
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",2,Row 2,Standalone adaptation plan,,WMCA Adaptation Plan (internal-facing),Unable to provide an attachment and/or direct link to the plan,"Other: This plan is specifically focused on the assets and operations of the WMCA as an organisation, rather than the entirety of the region that is covered.","Other: The WMCA Adaptation Project Officer will update the Adaptation Plan annually, identifying and evaluating progress through workshop sessions with colleagues across directorates. However this evaluation will not be published.|Evaluation: Evaluation of plan takes place annually or more frequently than annually|Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually",Underway - moderate progress made,"Other: As part of the development of the plan, funding opportunities will be highlighted and mapped",Business and private sector|Academia|National government and/or agencies|Local government (s) and/or agencies,The WMCA is using climate impacts from UKCP 18 (from the Met Office) to identify the risks to be considered. This data informed the WMCA's Climate Impacts Report (2022: https://www.wmca.org.uk/documents/environment-energy/a-summary-of-climate-change-impacts-in-the-west-midlands-combined-authority-area/a-summary-of-climate-change-impacts-in-the-west-midlands-combined-authority-area/climate-projections/) which has provided a high-level account of climate-related scenarios to inform the Adaptation Action Plan. ,Relevant department within jurisdiction|Consultant,Plan assesses synergies of actions|Plan assesses co-benefits of actions,2022.0,2028,0,Conservation|Transportation and storage|Construction|Financial and insurance activities|Human health and social work activities,"The WMCA produced its Adaptation Plan as an action stemming from Sustainability West Midlands' wider regional adaptation plan. Sustainability West Midlands been contracted to produce the WMCA's Adaptation Plan, focusing on the adaptation risks and opportunities for the WMCA assets. This this involved working with stakeholders with the WMCA with a series of workshops and external stakeholders as well, ensuring that through the process and delivery of this plan, staff at the WMCA will embed both net zero and adaptation into workstreams. Sustainability West Midlands also worked with Accelar and the Green Finance Institute to help complete this work, with the Green Finance Institute providing information on the funding opportunities that will resource delivery. Progress on the Adaptation Plan's delivery is being monitored by the WMCA's Climate Adaptation Project Officer and will result in an evaluation and refresh of the plan in 2026."
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",3,Row 3,Standalone mitigation plan,,Internal Environment Plan,Unable to provide an attachment and/or direct link to the plan,Other: Only covers the assets of the WMCA,Other: Plans for monitoring and evaluating progress to be determined in the process of signing off the plan in 2024/2025,Other: Awaiting internal sign-off,Jurisdiction's own resources|National funds and programmes,State/regional government(s) and/or agencies|Business and private sector|Local government (s) and/or agencies,The WMCA are working with WSP on the emissions targets for internal assets and operations at the WMCA. This emissions target will be informed by climate-related scenarios. ,Dedicated team within jurisdiction|Relevant department within jurisdiction|Consultant,Do not know,2025,2030,0.0,"Construction|Electricity, gas, steam and air conditioning supply|Transportation and storage|Education","The Environment Team has been developing an 'Internal Net Zero and Environment Plan' which will cover the assets at the WMCA and set an agenda and action plan for reducing the internal emissions of the WMCA. This plan is the next iteration of a plan that ran till 2021. In order to help deliver the plan we will be supporting staff with Carbon Literacy training, with the WMCA becoming a Silver Carbon Literate Organisation in 2024, the first Combined Authority to reach this milestone. The plan is due to be approved by the Executive board in 2025/26"
2025 Disclosure Cycle,779465,CDP,833284,West Midlands Combined Authority,City,UKWW,United Kingdom,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",4,Row 4,Standalone mitigation plan,,https://www.wmca.org.uk/media/3639/wm2041-final.pdf,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported every 3-5 years|Evaluation: Evaluation of plan takes place every 3-5 years|Update: Updates to the plan are published every 3-5 years,Underway - moderate progress made,Public-private partnerships|National funds and programmes|Regional funds and programmes|Private|Jurisdiction's own resources|Climate finance (carbon credits),Local government (s) and/or agencies|State/regional government(s) and/or agencies|Citizens|Academia|Vulnerable population groups|Non-governmental organisations|Business and private sector|National government and/or agencies|Trade unions,"Climate related scenarios related to the Paris Agreement were used in the creation of the plan, using the research and science developed for the West Midlands by the Tyndall Centre for Climate Change Research. The results in Tyndall report showed that for WMCA to make its fair contribution to delivering the Paris Agreement's commitment to staying well below 2°C and pursuing 1.5°C” global temperature rise, then an immediate and rapid programme of decarbonisation is needed. Based on our analysis, for WMCA to make its 'fair' contribution towards the Paris Climate Change Agreement, WMCA needs to reach zero or near zero carbon no later than 2041. This report provides two CO2 reduction pathways which both stay within the recommended 126 MtCO2 carbon budget; 1) with a long term decay in residual emissions at a consistent percentage reduction rate over time, 2) emissions dropping to zero following the point at which 95% of the budget has been used. This is a science based target.",Consultant|Dedicated team within jurisdiction,Plan assesses co-benefits of actions,2020.0,2041.0,15300000000.0,"Electricity, gas, steam and air conditioning supply|Manufacturing|Construction|Forestry|Education|Conservation|Human health and social work activities|Transportation and storage|Public administration and defence; compulsory social security","The WMCA declared a climate emergency in June 2019, leading to the development of the WM2041 green paper.As consultation on the green paper close the pandemic began & the resulting paper established the Environment and Energy Programme, led by the WMCA's Environment Team and Energy Capital, across several interlinked areas:Climate changeEnergy systemsNatural environment Circular economyAdaptationAir QualityThe programme includes cross-cutting areas of the behaviour change and the green economy. Transport is led by Transport for West Midlands. This paper and programme is known as the #WM2041 programme, with 2041 being selected as feasible Net Zero date based on Tyndall Centre Advice.We are evaluating the plan and working towards a system where we hope to be able to publish the programme annually. The next Five Year Plan is currently being developed for approval at the end of 2025."
2025 Disclosure Cycle,779465,CDP,834083,"City of Eau Claire, WI",City,North America,United States of America,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",1,Row 1,,,"This row should be deleted, but the delete button at the far right is grayed out. ",Unable to provide an attachment and/or direct link to the plan,,,,,,,,,,,,,
2025 Disclosure Cycle,779465,CDP,834083,"City of Eau Claire, WI",City,North America,United States of America,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",2,Row 2,Standalone mitigation plan,,Renewable Energy Action Plan @ https://www.eauclairewi.gov/home/showpublisheddocument/30746/637321522054730000,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually,Underway - moderate progress made,"Other: Grant, City Funding and Utility assistance",Trade unions|Citizens|Academia|Vulnerable population groups|State/regional government(s) and/or agencies|Non-governmental organisations|Local government (s) and/or agencies|Business and private sector,The plan was developed in alignment with the Paris Agreement to reach carbon neutrality by 2050.,Relevant department within jurisdiction,Plan assesses synergies of actions|Plan assesses co-benefits of actions,2020.0,2030.0,,"Other: Biodiversity, Residential, Commercial & Industrial, Local Gov't, Waste, Transport, Cross sector like policies to reach synergies","City of Eau Claire staff were the primary authors and worked closely with Partners in Energy consultants on key areas such as the residential, commercial and industrial energy. We do not know how much it will cost to implement the plan. Many actions are not determined. The plan will be updated in 2030 to focus on the final 20 years to meet the 2050 goal."
2025 Disclosure Cycle,779465,CDP,834083,"City of Eau Claire, WI",City,North America,United States of America,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",3,Row 3,Standalone adaptation plan,,"Multi-Hazard Mitigation Plan Eau Claire County, Wisconsin 2018-2023 @ https://www.eauclairecounty.gov/home/showpublisheddocument/55350/638590595691370000\n",The plan can be accessed (unrestricted) on the link provided,Other: Covers city and county of Eau Claire. Used to be separate but integrated the plans.,Evaluation: Evaluation of plan takes place annually or more frequently than annually|Update: Updates to the plan are published every 3-5 years,Underway - limited progress made,Jurisdiction's own resources|Regional funds and programmes,Non-governmental organisations|Business and private sector|Local government (s) and/or agencies|State/regional government(s) and/or agencies|Vulnerable population groups|Citizens|National government and/or agencies,Wisconsin Initiative on Climate Change Impacts (WICCI) modeling on weather changes has been factored.,Consultant|Dedicated team within jurisdiction,Plan assesses synergies of actions,2018.0,2023.0,4000000.0,Human health and social work activities|Information and communication|Manufacturing|Transportation and storage|Real estate activities|Administrative and support service activities|Water supply,Total cost of implementation is unknown but put in a lager project that would improve a river levee.
2025 Disclosure Cycle,779465,CDP,834094,City of Ligao,City,South East Asia & Oceania,Philippines,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",1,Row 1,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",LCCAP 2023-2028.pdf,,The plan has been attached,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Update: Updates to the plan are published every 3-5 years|Evaluation: Evaluation of plan takes place annually or more frequently than annually|Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually,Underway - significant progress made,Jurisdiction's own resources,Other: Agriculture and Fisheries Council City Fisheries and Aquatic Resources Management Council City Government Offices PNP AFP Women Sector SK ABC|State/regional government(s) and/or agencies|Non-governmental organisations|Academia|National government and/or agencies|Business and private sector,"The LCCAP orientation-training clarified the roles and responsibilities of the City to deliver its mandates as provided under RA 9729 (as emended by RA 10174); provided the guidelines on the steps and processes in the formulation of LCCAP; and inform the Core Team of the process of mainstreaming and integration of DRR and CCA in local mandated plans towards sustainable development. \n\nOn October 23-23, 2016, an orientation-training on the LCCAP formulation was done at Villa Caceres, Naga City facilitated by Mr. Nong Rangasa of LCCAD. \n\nThe LCCAP orientation-training clarified the roles and responsibilities of the City to deliver its mandates as provided under RA 9729 (as emended by RA 10174); provided the guidelines on the steps and processes in the formulation of LCCAP; and inform the Core Team of the process of mainstreaming and integration of DRR and CCA in local mandated plans towards sustainable development. \nLocal Climate Change Action Plan, Ligao City 2023-2028.\n\nThe purpose and scope of climate change adaptation planning and importance of multi- stakeholders' participation in planning and policy/decision making was emphasized. \n\nIn the vulnerability and adaptation assessment, availability of data such as, but not limited to, the ecological profile, mandated plans, local weather and climate information, hazard and risk maps, economic, health, environment, infrastructure and agriculture data are used. \n\nThe VAA has provided information relevant in defining the city's adaptation priorities and plans that served as guide in identifying where and what programs, projects and activities are needed to effectively manage the unavoidable impacts of climate change. \n\nThe outputs of the workshops were presented and collated in preparation to the writeshop in accordance to the Rationalized Local Planning System. \nAfter the orientation-training, a writeshop was then conducted facilitated by TWG to develop and finalize the plan as per suggested format to be presented to the Climate Change Council. \n\nThe 2017-2022 LCCAP of Ligao was crafted and submitted for the adoption of the Sangguniang Panlungsod and for the implementation of the lead agencies. \n\nComes 2023, the LCCAP of Ligao is due for updating. The students from DLUP proposed to help in the conduct of LCCAP updating of Ligao through the approval of the Ligao City local government and its LCE. \n\nOn November 22, 2023, a blended workshop was conducted at the Ligao City Hall for the validation and updating of ",Dedicated team within jurisdiction|Regional / state / provincial government|Other: |Community group|Relevant department within jurisdiction,Plan assesses synergies of actions,2023,2028,747339800,"Agriculture|Mining and quarrying|Waste management|Administrative and support service activities|Water supply|Electricity, gas, steam and air conditioning supply|Wholesale and retail trade; repair of motor vehicles and motorcycles|Transportation and storage|Forestry|Arts, entertainment and recreation|Real estate activities|Manufacturing|Professional, scientific and technical activities|Information and communication|Sewerage, wastewater management and remediation activities|Fishing|Financial and insurance activities|Accommodation and food service activities|Construction|Public administration and defence; compulsory social security|Human health and social work activities|Conservation|Education","The sectors are affected by flood, land-slide (rain-induced), storm surge, drought and GHG emissions impacts, thus included in the LCCAP."
2025 Disclosure Cycle,779465,CDP,834120,City of Tanjungpinang,City,South East Asia & Oceania,Indonesia,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",1,Row 1,Standalone mitigation plan,,https://bit.ly/DraftLaporanRAD-APITjPinang,The plan has been attached,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Evaluation: Evaluation of plan takes place annually or more frequently than annually,Underway - limited progress made,National funds and programmes|Regional funds and programmes,Vulnerable population groups|Citizens|State/regional government(s) and/or agencies|Non-governmental organisations|National government and/or agencies|Academia|Business and private sector|Local government (s) and/or agencies,The climate scenario used is RCP 4.5 and 8.5,Relevant department within jurisdiction|National / central government|Consultant|Regional / state / provincial government|Dedicated team within jurisdiction,Plan assesses co-benefits of actions|Plan assesses trade-offs of actions|Plan assesses synergies of actions,2022,2050,250,"Manufacturing|Administrative and support service activities|Waste management|Education|Water supply|Public administration and defence; compulsory social security|Arts, entertainment and recreation|Forestry|Sewerage, wastewater management and remediation activities|Agriculture|Conservation|Fishing","Tanjungpinang city Tanjungpinang currently only has an adaptation action plan, does not yet have a mitigation action plan.the first 3 year targets are policies, floods, landslides and extreme rainfall. Other sectors the following year"
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",1,Row 1,Standalone mitigation plan,제1차 도봉구 탄소중립 녹색성장 기본계획.pdf,제1차 서울특별시 도봉구 탄소중립 녹색성장 기본계획\n(https://ebook.dobong.go.kr/ecatalog5.asp?Dir=507),The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Evaluation: Evaluation of plan takes place annually or more frequently than annually|Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually|Update: Updates to the plan are published every 3-5 years,New,Private|National funds and programmes|Climate finance (carbon credits)|Jurisdiction's own resources,Citizens|Local government (s) and/or agencies|State/regional government(s) and/or agencies|Academia|Vulnerable population groups,"대한민국의 상세한 기후변화에 대한 예측시나리오는 IPCC 5차 평가보고서에서 사용된 RCP시나리오가 최신 시나리오임에 따라, 도봉구 기후변화 예측 시나리오는 RCP를 활용하여 작성함\n - RCP 시나리오에서는 인간 활동이 대기에 미치는 복사량으로 온실가스 농도가 결정되며, 그러한 온실가스 농도를 활용하여 총 2.6, 4.5, 6.0, 8.5의 4가시 예측 시나리오를 사용함",Regional / state / provincial government|Relevant department within jurisdiction,Plan assesses co-benefits of actions,2025,2034,629209000000,"Forestry|Administrative and support service activities|Education|Electricity, gas, steam and air conditioning supply|Professional, scientific and technical activities|Construction|Waste management|Transportation and storage","도봉구는 기후위기 완화를 위해 기준연도인 2018년(1,145천톤) 대비 2030년까지 40%(458천톤), 2034년까지 52.7%(604천톤) 온실가스를 감축하는 목표를 설정했습니다. 이를 위해 건물, 수송, 폐기물부문에서 각각 289천톤, 128천톤, 33천톤의 온실가스 배출량을 감축하는 종합행동계획을 수립하였음."
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",2,Row 2,Standalone adaptation plan,도봉구 기후변화 적응대책 세부시행계획(최종).pdf,제2차 도봉구 기후변화 적응대책 세부시행계획 (2021-2025)\n(https://ebook.dobong.go.kr/ecatalog5.asp?Dir=403),The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Update: Updates to the plan are published every 3-5 years|Evaluation: Evaluation of plan takes place annually or more frequently than annually|Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually,Underway - significant progress made,Jurisdiction's own resources|Public-private partnerships,Academia|Vulnerable population groups|Local government (s) and/or agencies|Citizens,"대한민국의 상세한 기후변화에 대한 예측시나리오는 IPCC 5차 평가보고서에서 사용된 RCP시나리오가 최신 시나리오임에 따라, 도봉구 기후변화 예측 시나리오는 RCP를 활용하여 작성함\n - RCP 시나리오에서는 인간 활동이 대기에 미치는 복사량으로 온실가스 농도가 결정되며, 그러한 온실가스 농도를 활용하여 총 2.6, 4.5, 6.0, 8.5의 4가시 예측 시나리오를 사용함",Relevant department within jurisdiction|Regional / state / provincial government,Plan assesses co-benefits of actions,2021,2025,40266000000,"Human health and social work activities|Sewerage, wastewater management and remediation activities|Water supply|Forestry|Conservation|Education|Administrative and support service activities","The Dobong-gu climate change adaptation plan examined adaptation issues in four areas: health, disaster/disaster, forest (ecosystem), and water management; however, based on the assessment of adaptation conditions and vulnerabilities, a plan was established by focusing on areas with a high adaptation priority, and key projects were presented separately. In addition, the opinions of the Dobong-gu Climate Change Countermeasures Committee were collected extensively and reflected in the plan to review the results of climate change impact and vulnerability analysis, selection of areas to be prioritized for adaptation, prioritization of adaptation measures, and feasibility of detailed implementation measures. In addition, the method is divided into short-term actionable measures and measures requiring monitoring, but practically applicable measures are prioritized in light of Dobong-gu's adaptability."
2025 Disclosure Cycle,779465,CDP,834126,Dobong-gu District of Seoul,City,South East Asia & Oceania,Korea (The Republic of),Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",3,Row 3,Standalone energy-related plan,도봉구 지역에너지 계획 수립 연구 보고서(최종보고서).pdf,도봉구 지역에너지계획\n\nhttps://www.dobong.go.kr/bbs.asp?bmode=D&pcode=12721879&code=10008880&intPageSize=10&strSearchType=1&strSearchKeyword=%EC%97%90%EB%84%88%EC%A7%80,The plan can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Update: Updates to the plan are published every 3-5 years|Evaluation: Evaluation of plan takes place annually or more frequently than annually|Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually,Underway - moderate progress made,Public-private partnerships|Jurisdiction's own resources|Regional funds and programmes|Private,Citizens|Business and private sector|Local government (s) and/or agencies|Academia|Vulnerable population groups,해당사항 없음,Regional / state / provincial government|Relevant department within jurisdiction,Plan assesses co-benefits of actions,2022,2027,181328000000,"Construction|Education|Electricity, gas, steam and air conditioning supply|Transportation and storage|Administrative and support service activities","\'도봉구민과 함께하는 친환경 에너지 전환도시, 도봉\'을 비전으로 하여 친환경에너지 전환, 에너지수요관리, 에너지복지, 거버넌스 등 4대 전략에 32개 부문별 세부계획을 추진하여 2020년 1%인 전력 자립도를 2040년 30%(중기), 2050년 60% (장기) 을 달성하고자 함 "
2025 Disclosure Cycle,779465,CDP,834161,Kinmen County Government,City,China,East Asia,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",1,Row 1,Integrated climate plan (addressing mitigation and energy),第二期溫室氣體推動方案（110-114）.pdf,金門縣第二期溫室氣體減量執行方案\nhttps://www.cca.gov.tw/information-service/info/3738.html,The plan has been attached,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Evaluation: Evaluation of plan takes place every 1-3 years|Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually|Update: Updates to the plan are published every 3-5 years,Underway - moderate progress made,"Jurisdiction's own resources|National funds and programmes|Private partnerships (e.g., a combination of private investments)|Regional funds and programmes",National government and/or agencies|Local government (s) and/or agencies|Citizens,本縣將配合國家政策並依減量責任由本縣製造、運輸、住商、農業及環境部門共同承擔以 5年為一期進行滾動式檢討並積極推動落實，以達2050淨零排放目標。,Relevant department within jurisdiction,Plan assesses synergies of actions,2021,2025,3188532458,"Manufacturing|Forestry|Sewerage, wastewater management and remediation activities|Waste management|Conservation|Water supply|Agriculture",金門縣第二期溫室氣體減量執行方案於2023年正式核定，推動期程自110年至114年止，共計 5年，每年度於環境部氣候變遷署氣候資訊公開平臺公開成果報告。以「低碳金門、淨零永續」為精神，依能源、製造、住商、運輸、農業、環境等5大部門，採因地制宜制訂可執行之相關減碳策略及具體措施。
2025 Disclosure Cycle,779465,CDP,834161,Kinmen County Government,City,China,East Asia,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",2,Row 2,Standalone adaptation plan,金門縣氣候變遷調適執行方案（核定本） (1).pdf,金門縣氣候變遷調適執行方案（核定）\nhttps://www.cca.gov.tw/information-service/info/12173.html,The plan has been attached,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported annually or more frequently than annually|Evaluation: Evaluation of plan takes place every 1-3 years|Update: Updates to the plan are published every 3-5 years,Underway - moderate progress made,"Regional funds and programmes|National funds and programmes|Jurisdiction's own resources|Private partnerships (e.g., a combination of private investments)",Citizens|Academia|Local government (s) and/or agencies,本縣以「低碳金門、淨零永續」為精神，並以「國家氣候變遷調適行動計畫（112-115年）」之國家情境設定及調適框架為基礎， 採因地制宜配合縣政發展制訂可執行之相關調適具體措施及計畫。\n\n國家情境設定採「全球暖化程度」，詳細設定如下：\n⚫0℃：工業革命時期（1850-1900），為全球暖化的起始點，作為固定暖化情境的參考基準。\n1℃：現階段氣候基期（1995-2014），可作為現有風險評估及其未來缺口的參考基準。\n⚫1.5℃：近期（2021-2040）的增溫情境。\n⚫2℃：中期（2041-2060）的增溫情境。\n⚫3℃~4℃：考量21 世紀末減碳失敗的增溫情境，將增溫3℃~4℃（2081-2100）之極端情境。,Relevant department within jurisdiction,Plan assesses synergies of actions,2023,2026,7947261388,"Manufacturing|Agriculture|Construction|Transportation and storage|Sewerage, wastewater management and remediation activities|Waste management|Forestry|Conservation|Electricity, gas, steam and air conditioning supply|Education|Water supply|Accommodation and food service activities",金門縣氣候變遷調適執行方案於2025年正式核定，推動期程自112年至115年止，共計4年，於核定後自2025年起，每年度將於環境部氣候變遷署氣候資訊公開平臺公開成果報告。以「低碳金門、淨零永續」為精神，依水資源、健康、維生基礎建設、土地利用、海岸及海洋、能源供給及產業、農業生產及生物多樣性等7大領域及能力建構，採因地制宜制訂可執行之相關調適策略及具體措施。\n\n為界定金門縣本期執行方案的關鍵調適領域，金門縣於2024年邀集專家學者召開10場次局處訪談暨專家諮詢討論會就本縣氣溫、降雨、海平面變化、颱風與風場、霧季等氣候變化趨勢，以及未來本縣人口、產業發展和各項資源需求及氣候變遷危害因子對局處業管領域之衝擊進行討論，透過訪談及專家學者提供相關意見，並以問卷方式，邀請上述10場次計19個單位之科(課)長級以上人員基於對金門的了解，依各領域重要程度給予評分，選擇分數較高的前三名作為本縣本期關鍵領域，分別為「水資源領域」、「健康領域」及「維生基礎設施領域。
2025 Disclosure Cycle,779465,CDP,834261,Municipality of Irapuato,City,Latin America,Mexico,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",1,Row 1,Integrated climate plan (addressing mitigation and adaptation),,Programa Municipal de Cambio Climático 2024,The plan has been attached,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Update: Updates to the plan are published every 1-3 years,Underway - moderate progress made,Jurisdiction's own resources,Local government (s) and/or agencies|Citizens,Se han considerado las emisiones de gases de efecto invernadero para elaborar estrategias de mitigación,Dedicated team within jurisdiction,"Plan does not assess synergies, trade-offs and co-benefits of actions",2024,2027,,"Sewerage, wastewater management and remediation activities|Public administration and defence; compulsory social security|Waste management|Electricity, gas, steam and air conditioning supply|Water supply|Conservation|Education",Es un programa transversal para identificar las estrategias que desde la administración pública municipal se pueden ejecutar en favor de la mitigación de gases de efecto inverndero.
2025 Disclosure Cycle,779465,CDP,834273,Municipality of Lautaro,City,Latin America,Chile,Public,Q8.1.1,"Report details on the climate action plan or strategy that addresses mitigation, adaptation (resilience), and/or energy-related issues in your jurisdiction.",1,Row 1,Integrated climate plan (addressing mitigation and adaptation),"PACCC_Lautaro_v29.05.25_vf3 (2).pdf,PACCC_Lautaro_v29.05.25_vf3 (2).pdf,PACCC_Lautaro_v29.05.25_vf3 (2).pdf",Plan de Acción Comunal de Cambio Climático ,The plan has been attached and can be accessed (unrestricted) on the link provided,Same (jurisdiction-wide) - covers entire jurisdiction and nothing else,Monitoring: Information on progress of plan is monitored and publicly reported every 3-5 years,Underway - moderate progress made,National funds and programmes|Regional funds and programmes,National government and/or agencies|Academia|Business and private sector|Indigenous peoples,"El Plan de Acción Comunal de Cambio Climático contempla la identificación y descripción de los principales eventos climáticos que inciden en la comuna, los cuales se clasifican en dos categorías: shocks climáticos y estresores climáticos.\nDentro de los shocks climáticos, es decir, aquellos fenómenos repentinos y de alta intensidad que generan impactos inmediatos sobre el territorio y la población, se reconocen los siguientes:\nInundaciones, que provocan daños en infraestructura, viviendas, actividades productivas y conectividad vial.\nCalor extremo, con efectos directos en la salud de la población, incremento de la demanda energética y mayor presión sobre los recursos hídricos.\nFrío extremo, que afecta la salud, la seguridad de los hogares y el funcionamiento de los sistemas productivos rurales.\nIncendios forestales, que representan una amenaza recurrente para los ecosistemas, la biodiversidad y los asentamientos humanos cercanos a zonas de interfaz urbano-rural.\nRemociones en masa, asociadas a la inestabilidad de suelos y laderas, con riesgo de pérdida de vidas humanas, daños materiales y aislamiento de sectores rurales.\nNevazones, que impactan principalmente en la conectividad, la seguridad vial y las actividades agrícolas.\nPrecipitaciones extremas, que pueden ocasionar desbordes de cauces, saturación de suelos e interrupción de servicios básicos.\nPor otra parte, dentro de los estresores climáticos entendidos como fenómenos de desarrollo más lento, de carácter progresivo y sostenido en el tiempo se destaca principalmente la sequía, la cual repercute en la disponibilidad de agua para el consumo humano, la agricultura, la ganadería y los ecosistemas naturales.\nLa identificación de estos eventos resulta fundamental para la planificación territorial y la gestión de riesgos, ya que constituyen la base para el diseño de medidas de adaptación y mitigación frente al cambio climático. Su adecuada consideración permite no solo anticipar impactos, sino también fortalecer la resiliencia de la comuna, proteger a la población y resguardar los recursos naturales esenciales para el desarrollo sostenible del territorio.",Consultant,Plan assesses co-benefits of actions|Plan assesses trade-offs of actions,2025,2030,12000000,Transportation and storage|Waste management|Forestry|Water supply|Agriculture|Conservation,"En la definición de las medidas de adaptación y mitigación frente al cambio climático, se consideran de manera integral los distintos sectores que forman parte del quehacer comunal y productivo. Entre ellos destacan la agricultura, la silvicultura, el suministro de agua potable y riego, la gestión de residuos sólidos y líquidos, la conservación de ecosistemas y biodiversidad, así como el transporte y almacenamiento de bienes y servicios.\nCada uno de estos ámbitos requiere estrategias específicas que, en su conjunto, permiten construir un Plan de Acción Comunal con enfoque sistémico y territorial. De este modo, se busca reducir las emisiones de gases de efecto invernadero, fomentar el uso eficiente y sostenible de los recursos naturales, y fortalecer la resiliencia de la población frente a los impactos derivados del cambio climático.\nLa integración de estos sectores en el plan no solo contribuye a mitigar los efectos negativos del cambio climático, sino que también genera oportunidades de desarrollo sostenible, impulsa la innovación tecnológica, y promueve la participación activa de la comunidad en los procesos de transición hacia un modelo más limpio, justo y resiliente."
