disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Assessment attachment^,col2_Assessment direct link^,col3_Confirm attachment/link provided to assessment,col4_Boundary of assessment relative to jurisdiction boundary^,col5_Year of publication or approval,col6_Factors considered in assessment,col7_Please explain
2025 Disclosure Cycle,779465,CDP,50368,Municipalidad de Provincial de Arequipa,City,Latin America,Peru,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,"Cambio Climatico en Arequipa-8may.pdf,Cambio Climatico en Arequipa-8may.pdf",https://scioteca.caf.com/handle/123456789/1181,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2018,"Assessment considers vulnerable populations|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment considers nature|A process has been established for prioritizing identified hazards","Un aspecto crítico en nuestra ciudad es el crecimiento urbano desordenado y sin planificación, lo que permitió ocupar espacios de riesgo y que en tiempos de lluvia, por\nejemplo, causa destrucción y damnificados eternos, puesto que no se logra la reubicación de estas personas. Es muy importante por eso implementar un Plan de\nAcondicionamiento Territorial que nos permita un futuro crecimiento sosteible y sustentable, buscando en lo posible evitar los desastres."
2025 Disclosure Cycle,779465,CDP,50371,Municipalidad de Córdoba,City,Latin America,Argentina,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,2025. CONSTRUCCIÓN DE MAPAS DE ISLAS DE CALOR URBANO Y VULNERABILIDAD SOCIAL.pdf,https://drive.google.com/file/d/1lSXFs21FSqLGduEoRahuS1rBdoTiAhso/view?usp=sharing,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2025,Assessment considers water security|A process has been established to update the assessment at least every five years|Assessment includes sectors and/or urban systems|Assessment considers nature|Assessment considers vulnerable populations,"La vulnerabilidad social expresa la capacidad diferencial de las personas o grupos para anticipar, resistir y recuperarse de impactos adversos, determinada por factores estructurales como ingresos, vivienda, acceso a salud y educación, empleo, género, edad o discapacidad.\nLa Secretaría de Políticas Sociales y Desarrollo Humano, a través de su Observatorio Social, elaboró el Índice de Vulnerabilidad Social (IVS) de la Ciudad de Córdoba, herramienta estadística que identifica áreas y poblaciones con mayores carencias relativas mediante variables sociodemográficas del Censo Nacional 2022.\nEl IVS integra cuatro dimensiones:\nNBI/Vivienda: hacinamiento crítico, viviendas precarias, falta de conexión a servicios y de acceso a internet.\nEducación: jóvenes sin secundario completo, inasistencia escolar y bajo clima educativo.\nSalud: personas sin cobertura médica.\nEmpleo: desocupación e informalidad juvenil, jóvenes NiNiNi.\nEl índice se representa en un mapa que clasifica los barrios en cinco niveles de vulnerabilidad: muy alta (rojo), alta (naranja), media (amarillo), baja (verde claro) y muy baja (verde oscuro).\nEn articulación con el Grupo de Calor Urbano del IDI-DS (Universidad Blas Pascal), se incorporó la Caracterización de Islas de Calor Urbano (UTFVI), que identifica zonas con mayor acumulación térmica. La integración del IVS con estos datos, sumada a la densidad de personas mayores y electrodependientes, permitió desarrollar el Mapa de Vulnerabilidad Social frente al Calor, que combina dimensiones sociales, ambientales y sanitarias.\nEsta herramienta identifica zonas con riesgo alto, muy alto y extremo, priorizando barrios para la acción municipal: prioridad 1 (riesgo extremo), 2 (muy alto) y 3 (alto). El mapa brinda una base técnica y territorial para orientar intervenciones, asignar recursos equitativamente y fortalecer la planificación urbana adaptativa frente al cambio climático."
2025 Disclosure Cycle,779465,CDP,50371,Municipalidad de Córdoba,City,Latin America,Argentina,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,2,Row 2,PAOC_Córdoba_Libro_Digital_2025.pdf,https://drive.google.com/file/d/1rsyeh-pa4JyoUYpuxwmb80r0seFASU3W/view,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2025,A process has been established to update the assessment at least every five years|Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment considers vulnerable populations|A process has been established for prioritizing identified hazards,Plan de Acción de Olas de Calor que identifica los procesos que vamos a llevar a cabo entre 2025-2026.
2025 Disclosure Cycle,779465,CDP,50373,Municipalidad de Rosario,City,Latin America,Argentina,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,mapas-de-riesgo-climatico-rosario-2024 (2).pdf,https://www.rosario.gob.ar/inicio/mapas-de-riesgo-climatico-rosario-2024 https://www.rosario.gob.ar/inicio/plan-local-de-accion-climatica-rosario-2030\nLos mapas también se encuentran disponibles en el infomapa que es un sistema de gestión catastral georreferenciado. \nhttps://infomapa.rosario.gov.ar/emapa/mapa.html,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2024,Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment considers water security|Assessment considers nature|Assessment includes consultation with partners|Assessment considers vulnerable populations|Assessment includes sectors and/or urban systems|A process has been established to update the assessment at least every five years,"Los estudios técnicos que fueron incluidos en el Plan Local de Acción Climática Rosario 2030 procedentes de diferentes fuentes académicas abarcaron los siguientes temas: 1- Mapa de riesgo de inundación de Rosario, como herramienta de análisis de forma cartográfica que identifica zonas de mayor a menor riesgo y muestra la distribución espacial del posible efecto o impacto de una amenaza ante determinadas condiciones de vulnerabilidad. Contiene información cualitativa y cuantitativa sobre la probabilidad de estos eventos y medir el daño potencial asociado a su ocurrencia. Permite prevenir situaciones futuras de riesgo adecuando la gestión del territorio, y anticipando los mecanismos de actuación correspondientes a la fase de preparación ante una emergencia. 2- Índice de vulnerabilidad ante amenaza de inundaciones, análisis que tiene por objetivo cuantificar y caracterizar la vulnerabilidad frente a la amenaza de inundaciones en la ciudad, de tal forma que se puedan llevar a cabo medidas preventivas y evitar daños perjudiciales para la población y los recursos naturales. 3- Estudio de variabilidad climática, eventos extremos y escenarios climáticos futuros, presenta un diagnóstico y proyecciones climáticas futuras de corto, mediano y largo plazo (a los años 2035, 2065 y 2100). Dichas proyecciones muestran el incremento de temperaturas y precipitaciones con intensidad variable. 4- Impacto en la salud y en las inundaciones del cambio climático, pronostica un incremento de la incidencia porcentual de enfermedades y su relación con la temperatura ambiente. Tanto el primer y cuarto análisis se encuentran publicados en el PLAC (en las págs. 28 y 217, respectivamente), mientras que el segundo y tercer estudio, anexamos los informes completos. Cabe destacar que, Rosario cuenta además, con un instrumento de monitoreo que establece una línea de base de medición sobre el nivel de actual de resiliencia en la ciudad, que es la Herramienta de Autoevaluación para la resiliencia frente a desastres a nivel local. Dicha herramienta de evaluación ha permitido incrementar la capacidad de la ciudad de comprender los riesgos de desastre, mitigarlos y responder a ello; minimizando en el futuro inmediato y en el largo plazo la pérdida de vidas y las afectaciones a los medios de vida, las propiedades, la infraestructura, las actividades económicas y el ambiente. Está estructurada alrededor de los “10 Aspectos Esenciales para Desarrollar Ciudades Resilientes”. El primer monitoreo se realizó en el año 2017, y se actualizó en el año 2020. En los años 2023 y 2024 se actualizó el diagnóstico de amenazas del cambio climático mediante la elaboración de nuevos mapas de riesgos. Estos mapas se presentan de manera cartográfica, incluyendo información cualitativa y cuantitativa sobre los riesgos existentes en el territorio, que permitan orientar las medidas de gestión integral del riesgo con énfasis en las fases de prevención y mitigación. \nEn el 2023 se identificaron 13 riesgos climáticos con potenciales efectos, tales como, riesgo de afectación de la vivienda y hábitat, a la salud, asociado a precipitaciones torrenciales, a altas temperaturas, por inundaciones, etc. A su vez, se realizaron talleres participativos que permitieron identificar las principales vulnerabilidades y exposiciones de cada territorio. Estos nuevos mapas se realizaron con el apoyo del NAP Global Network y la Dirección Nacional de Cambio Climático. "
2025 Disclosure Cycle,779465,CDP,50374,Alcaldia Distrital de Cartagena de Indias,City,Latin America,Colombia,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,plan-4c-cartagena-de-indias-competitiva-y-compatible-con-el-clima-resumen-ejecutivo.pdf,https://observatorio.epacartagena.gov.co/wp-content/uploads/2017/08/plan-4c-cartagena-de-indias-competitiva-y-compatible-con-el-clima-resumen-ejecutivo.pdf,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2014,Assessment considers nature|Assessment considers vulnerable populations,El plan 4C para la ciudad de Cartagena que actualmente se encuentra en estado de actualización. Se construyó con la visión de lograr la adaptación integrada al desarrollo económico de la ciudad teniendo en cuenta los puertos e industrias y la importancia del patrimonio histórico. 
2025 Disclosure Cycle,779465,CDP,50375,Ayuntamiento de Chihuahua,City,Latin America,Mexico,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,SEGUNDA ACTUALIZACIÓN PACMUN CHIHUAHUA FINAL 5.pdf,"De momento no contamos con un enlace directo, se busca que el documento se encuentre publicado en la página oficial del Gobierno Municipal. ",The assessment has been attached,Same - covers entire jurisdiction and nothing else,2023,Assessment includes sectors and/or urban systems|Assessment considers water security|A process has been established to update the assessment at least every five years|Assessment considers transition risks|Assessment considers vulnerable populations|Assessment considers nature,"Ante la constante lucha contra los efectos del cambio climático, el municipio de Chihuahua cuenta con un Plan de Acción Climática, que nos permite enfrentar los riegos climatológicos de manera efectiva, este instrumento evalúa el nivel de vulnerabilidad en el municipio, en conjunto con el inventario de gases de efecto invernadero, lo que contribuye a orientar las políticas públicas relacionadas con la mitigación y adaptación a los\nefectos del cambio climático. Esto se logra después de identificar las fuentes de\nemisión de gases de efecto invernadero (GEI) y actualizar debidamente su inventario correspondiente.\n\nEl método utilizado para obtener el grado de vulnerabilidad en el Municipio de Chihuahua, fue basado en el procedimiento seguido por la Oficina de ICLEI (ICLEI Canadá, 2009). Resultado de esta metodología, se obtiene el valor total de riesgo de cada amenaza identificada para el municipio, siendo la sequía y la onda de calor las amenazas en las que se pueden observar los valores más altos (400.7 y 301.4 respectivamente), en el caso de la onda de calor, sin lugar a duda, por ser ésta la amenaza con un mayor número de impactos probables de ocurrir en el área del municipio. \n"
2025 Disclosure Cycle,779465,CDP,50381,Municipio de Torreón,City,Latin America,Mexico,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,Plan de Acción Climática de Torreón (PACMUN).pdf,https://www.trcimplan.gob.mx/documentos/pacmun2025/pacmun2025.pdf,The assessment has been attached,Same - covers entire jurisdiction and nothing else,2025,"Assessment considers nature|Assessment considers vulnerable populations|Assessment includes a high-emissions scenario (i.e., RCP 8.5)",Los resultados del Análisis de Riesgos y Vulnerabilidades Climáticas se encuentran en las páginas 43 a la 63 del documento. 
2025 Disclosure Cycle,779465,CDP,50382,Municipio de Mérida,City,Latin America,Mexico,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,estudioRiesgosVulnerabilidad.pdf,https://www.merida.gob.mx/sustentable/contenidos/doc/estudioRiesgosVulnerabilidad.pdf,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2023,"Assessment includes sectors and/or urban systems|Assessment considers nature|A process has been established for prioritizing identified hazards|Assessment considers water security|Assessment includes consultation with partners|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment considers vulnerable populations|Assessment considers transition risks|Identified hazards have been incorporated into the jurisdiction's overall risk management framework|A process has been established to update the assessment at least every five years","El riesgo sólo existe en combinación de tres elementos en el territorio: el peligro, la presencia de agentes afectables y la vulnerabilidad (CENAPRED, 2022). El estudio de la convergencia de estos tres elementos en el territorio resulta indispensable para prevenir los desastres y sus repercusiones sobre la población y sus bienes, y la infraestructura. En este sentido, los Atlas de Riesgos son instrumentos que sirven como base de conocimiento del territorio y de los peligros que pueden afectar a la población y a la infraestructura en el sitio, pero también, son herramientas que permiten realizar una mejor planeación del desarrollo urbano y económico, para contar con infraestructura más segura y contribuir a la toma de decisiones en la reducción de riesgos de desastres. Adicionalmente, la actualización de los Atlas de Riesgos cobra cada vez mayor importancia a la luz de dos tendencias recientes a nivel global: el acelerado proceso de urbanización y el incremento en la recurrencia e intensidad de los efectos del cambio climático. En entornos de urbanización expansiva como en el caso de la zona metropolitana de Mérida, con un ritmo de crecimiento del área urbana a razón de 1.4 veces el incremento poblacional entre 2015 y 2020, la comprensión de los fenómenos geológicos debe ser parte central de las decisiones de planificación urbana. De la misma forma, en la medida en que los fenómenos climatológicos extremos cobran relevancia por su intensidad y frecuencia en todo el planeta, los desastres asociados a ellos serán cada vez más frecuentes y por ello, también requieren ser contemplados en la planeación del uso del territorio, para definir medidas de adaptación y minimizar la exposición al riesgo. La implementación de acciones para la adaptación al cambio climático en México, al igual que en muchos otros países con diferentes grados de desarrollo económico, es una experiencia reciente, y existen dos aspectos importantes a considerar: a) la incertidumbre que aún existe en torno a los impactos del cambio climático (su tipo, magnitud, localización y naturaleza), y b) el dinamismo de la vulnerabilidad a los impactos, que demanda la realización de evaluaciones periódicas para comprender mejor esos procesos. En este sentido, las autoridades del H. Ayuntamiento de Mérida, a través de la Dirección de Desarrollo Sustentable, iniciaron las bases para la prevención del riesgo con la publicación del Atlas de Riesgos del Municipio de Mérida 2015-2018, particularmente enfocado a la identificación y análisis de riesgos físicos e hidrometeorológicos ante condiciones de cambio climático. En continuidad a estos trabajos, se presenta la primera etapa de la actualización Atlas de Riesgos del municipio de Mérida, Yucatán, que incorpora la identificación de fenómenos no analizados en la edición anterior, particularmente en relación con el tema de inundaciones pluviales, hundimientos, y otros fenómenos de origen antropogénico, como el almacenamiento y transporte de sustancias peligrosas, o las concentraciones masivas de población. De esta forma, se refuerza la política de gestión de riesgo en el municipio de Mérida, incorporando información más actualizada, y el análisis de fenómenos de reciente aparición o intensificación derivado de las condiciones climáticas, el crecimiento y densificación de las zonas urbanas, y la construcción de nueva infraestructura. Es importante mencionar que la versión final de este análisis estará en el mes de Agosto. "
2025 Disclosure Cycle,779465,CDP,50382,Municipio de Mérida,City,Latin America,Mexico,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,2,Row 2,PMPC-2021-2024.pdf,https://www.merida.gob.mx/proteccioncivil/content/documents/PMPC-2021-2024.pdf,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2023,Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment includes sectors and/or urban systems|A process has been established to update the assessment at least every five years|A process has been established for prioritizing identified hazards,"El Programa Municipal de Protección Civil, se elabora para el Municipio de Mérida \ntomando en consideración el análisis de las condiciones que se han observado en los últimos \naños como agentes perturbadores que han afectado a los meridanos, pero también \nconsiderando los agentes perturbadores que el CENAPRED define en sus parámetros y que \npor diferentes causas podrían afectar a los habitantes del Municipio de Mérida, aun cuando \nse tiene antecedente de que el mayor riesgo que el Municipio de Mérida enfrenta, dada su \nubicación geográfica, ha sido el impacto de Ciclones Tropicales durante el periodo que \ntranscurre entre los meses de mayo a noviembre, siendo este el fenómeno perturbador que, \nhistóricamente ha representado una afectación que interrumpe la vida cotidiana de la \npoblación \nSe analizarán también los efectos secundarios que los fenómenos perturbadores tienen o \npodrían tener sobre la población con la finalidad de prever dichas afectaciones y definir \nacciones de prevención, alertamiento, mitigación de las afectaciones a la población; así como \nlas acciones a implementar para hacer frente en caso de contingencia, es decir, la capacidad \nde respuesta del Ayuntamiento de Mérida ante la ocurrencia de una calamidad o desastre. \nDe igual forma se establecerán las líneas de acción para promover, difundir y consolidar la \ncultura de la Autoprotección y la Protección Civil entre la población, así como entre los \nsectores productivos de la sociedad cuyas actividades implican la presencia y concentración \nde personas al interior de centros de trabajo que a su vez constituyen los sitios para \nactividades comerciales, de servicios, abasto, asistencia social, educación, recreación, \ndeporte, cultura, espectáculos públicos entre muchos otros que son parte de las actividades \ncotidianas de las y los habitantes de Mérida y que por tanto, deben procurar siempre la \nseguridad de sus instalaciones en beneficio directo de sus empleados y visitantes. "
2025 Disclosure Cycle,779465,CDP,50383,Prefeitura de Sorocaba,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,,https://meioambiente.sorocaba.sp.gov.br/gestaoambiental/wp-content/uploads/sites/4/2021/04/41-crva-lysorocaba-digital-1.pdf,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2020,"Assessment includes consultation with partners|Assessment includes sectors and/or urban systems|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment considers vulnerable populations","No total, cinco abordagens foram analisadas, sendo elas:\nGreen Climate Cities - ICLEI; Climate Change Vulnerability Assessment\nManual - ONU-HABITAT; Climate Change Risk Assessment Guidance\n- C40; A Framework for Climate Change Vulnerability Assessments\n- GIZ; e Common Reporting Framework (CRF) - PACTO GLOBAL DE\nPREFEITOS. "
2025 Disclosure Cycle,779465,CDP,50383,Prefeitura de Sorocaba,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,2,Row 2,Sorocaba_avaliacao_de_risco_2025-07-31_pt-BR.csv,https://citycatalyst-ccra.replit.app/cities/BR%20SOR,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2025,"Assessment considers vulnerable populations|Assessment considers nature|Assessment considers water security|Assessment includes a high-emissions scenario (i.e., RCP 8.5)",Avaliação feita no contexto do Programa Cidades Modelos Verdes Resilientes
2025 Disclosure Cycle,779465,CDP,50384,Prefeitura de Florianópolis,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,,https://www.pmf.sc.gov.br/arquivos/arquivos/pdf/27_08_2015_9.30.19.2d57c5303b800097ab78796419b761af.pdf,The assessment can be accessed (unrestricted) on the link provided,"Other: Núcleo Metropolitano de Florianópolis, Florianópolis, São José, Palhoça, Biguaçu, Antônio Carlos, São Pedro de Alcântara, Santo Amaro da Imperatriz e Águas Mornas",2015,Assessment considers transition risks|Assessment considers vulnerable populations|Assessment considers nature|Assessment includes sectors and/or urban systems|Assessment includes consultation with partners,"O presente documento corresponde ao Estudo 3: crescimento urbano do Núcleo \nMetropolitano de Florianópolis; estudo relacionado com os Estudos 1 de Mudanças do \nClima e Estudo 2 de Riscos Naturais. Define-se como horizonte temporal o ano de 2030 e \n2050. Para essa projeção temporal futura se elaboram três cenários do possível \ncrescimento da área de estudo: Cenário Tendencial, Cenário Intermediário e Cenário \nÓtimo"
2025 Disclosure Cycle,779465,CDP,50384,Prefeitura de Florianópolis,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,2,Row 2,,http://www.pmf.sc.gov.br/arquivos/arquivos/pdf/17_09_2014_12.18.46.47d9f3cf658ee472868d5324eb4f2c6d.pdf,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2014.0,Assessment considers vulnerable populations,"A interação entre as equipes (FIP e técnicos da Prefeitura de Florianópolis) ocorre durante todo o processo de revisão do PMRR objetivando a participação da Prefeitura Municipal, mesmo que de forma indireta, em todas as etapas."
2025 Disclosure Cycle,779465,CDP,50384,Prefeitura de Florianópolis,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,3,Row 3,,https://www.pmf.sc.gov.br/arquivos/arquivos/pdf/27_08_2015_9.27.58.f256adc2f8bf21d6481e39eb1b350a0d.pdf,The assessment can be accessed (unrestricted) on the link provided,"Other: Estudo realizado no Núcleo Metropolitano da Região Metropolitana de Florianópolis - nove municípios: Águas Mornas, Antônio Carlos, Biguaçu, Florianópolis, Governador Celso Ramos, Palhoça, Santo Amaro da Imperatriz, São José e São Pedro de Alcântara.",2015.0,Other: Estudo de emissões de gases de efeito estufa (GEE) e medidas de mitigação,
2025 Disclosure Cycle,779465,CDP,50390,Prefeitura de Teresina,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,,https://drive.google.com/file/d/1EsYziW_jck144ypudsTp6rIPKpZGUtQM/view,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2023,"Assessment considers water security|Assessment considers transition risks|A process has been established for prioritizing identified hazards|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment includes consultation with partners|Assessment considers nature|Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment includes sectors and/or urban systems|Assessment considers vulnerable populations|A process has been established to update the assessment at least every five years","Como modelo de cidade vulnerável a impactos climáticos, Teresina vem\nsentindo os efeitos das mudanças climáticas.\nIdentificar os riscos climáticos sobre o território do município de Teresina faz parte do seu Plano de Ação Climática, projeto desenvolvido para dar suporte ao alcance das metas da Agenda 2030 da cidade. Os resultados aqui obtidos servem para guiar as principais tomadas de decisão de entes públicos voltadas para o enfrentamento dos efeitos advindos da mudança do clima e sua mitigação."
2025 Disclosure Cycle,779465,CDP,50394,Prefeitura Municipal de João Pessoa,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,Plano de Ação Climática_João Pessoa.pdf,https://americadosul.iclei.org/documentos/plano-de-acao-climatica-de-joao-pessoa/\n\nhttps://www.joaopessoa.pb.gov.br/noticias/semam-apresenta-resultados-da-analise-de-riscos-do-plano-de-acao-climatica/,The assessment has been attached and can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2022,"Assessment considers water security|Assessment considers transition risks|Assessment considers vulnerable populations|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|A process has been established for prioritizing identified hazards|Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment considers nature","A Análise de Riscos e Vulnerabilidade Climática de João Pessoa foi realizada por consultoria contratada (Equipes da WayCarbon e ICLEI), que desenvolveram o estudo a partir de dados obtidos por entidades do governo local."
2025 Disclosure Cycle,779465,CDP,50396,Prefeitura Municipal de Santos,City,Latin America,Brazil,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,"plano_de_acao_climatica_de_santos_pacs_parte_i.pdf,plano_de_acao_climatica_de_santos_pacs_parte_ii.pdf",https://www.santos.sp.gov.br/static/files_www/files/portal_files/hotsites/pacs/plano_de_acao_climatica_de_santos_pacs_parte_i.pdf\n,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2022,"Identified hazards have been incorporated into the jurisdiction's overall risk management framework|Assessment includes consultation with partners|A process has been established for prioritizing identified hazards|Assessment considers nature|Assessment considers vulnerable populations|A process has been established to update the assessment at least every five years|Assessment considers water security|Assessment includes a high-emissions scenario (i.e., RCP 8.5)|Assessment includes sectors and/or urban systems","O Plano de Ação Climática de Santos - PACS foi aprovado por meio do Decreto Municipal nº 9.567, de 13 de janeiro de 2022.\nConsultores/as: Ivan Carlos Maglio, Pedro Ivo Camarinha, Vitor Zanetti, Cristiane Moura, Leila Soraya Menezes, Danielle Almeida Carvalho, Wolfram Lange\nAssessoria Técnica: GIZ Brasil (Agência de Cooperação para o Desenvolvimento Sustentável da Alemanha), no âmbito do ProAdapta.\nComissão Municipal de Adaptação à Mudança do CLIMA - CMMC, coordenada pela Secretaria de Meio Ambiente - SEMAM da Prefeitura Municipal de Santos, composta por representantes de diversos setores da administração municipal e convidados/as representantes da Comissão Consultiva Técnica Acadêmica - CCTA.\nOs/as conselheiros/as do Conselho Municipal de Defesa do Meio Ambiente - COMDEMA também foram convidados/as a participar das atividades. Dados COMDEMA disponíveis em: https://www.santos.sp.gov.br/?q=content/comdema-conselho-municipal-da-defesa-do-meio-ambiente\nA construção do PACS contou com amplo engajamento e a participação de setores muito importantes para a ação climática, como a academia, a sociedade civil, a iniciativa privada e os órgãos públicos municipais, além de uma equipe de especialistas referências na área, tornando o processo extremamente rico e repleto de aprendizados. Muitos seminários e oficinas foram realizados durante os quatro últimos anos para atingir os resultados.\nDe acordo com o PACS (2022) a análise de vulnerabilidade socioambiental em Santos/SP para o PACS utilizou indicadores que constituíram a base do Índice de Risco Climático e Vulnerabilidade Socioambiental (IRCVS) para melhor refletir as situações atuais do município e as atualizações dos modelos climáticos para o Brasil. Com o IRCVS, a cidade ganhou um instrumento valioso para aplicação na proposição de medidas da adaptação climática que melhor se encaixem em sua realidade.\nO conceito de Vulnerabilidade Climática utilizado segue a linha de pensamento de Füssel e Klein (2006). A criação do IRCVS é parametrizada no índice SEVICA (ZANETTI et al., 2016) no contexto dos Adaptation policy assessment (Estudos de Política de Adaptação), dado que o índice em si se destina a criar um instrumento de planejamento de políticas públicas para municípios costeiros e suas políticas de adaptação climática.\nDe maneira a facilitar o entendimento dos papéis de cada um dos indicadores na composição do índice, dividiu-se os indicadores em dois grupos denominados: “Aspectos Físicos” e “Aspectos Sociais”.\nO Índice de Risco Climático e Vulnerabilidade Socioambiental (IRCVS) foi complementado com uma dimensão de impactos do clima, que resultou das análises climáticas realizadas para o PACS (item 3.1). A consideração dessa dimensão se dá basicamente de duas maneiras: compondo os indicadores de Inundação e Movimentos de Massa; e como uma análise separada em conjunto com outras dimensões para avaliar seu agravamento ante o risco climático.\n"
2025 Disclosure Cycle,779465,CDP,50397,Presidencia Municipal de Saltillo,City,Latin America,Mexico,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,1,Row 1,,https://implansaltillo.mx/boceto/wp-content/uploads/2024/12/ATLAS-DE-RIESGOS-SALTILLO-web.pdf,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2024,Assessment includes sectors and/or urban systems|Assessment considers vulnerable populations|Assessment considers nature|Assessment considers water security,"El Atlas de Riesgos de Saltillo es una herramienta fundamental para identificar, analizar y gestionar los riesgos naturales y climáticos que afectan al municipio. Este documento integra información geoespacial, histórica y proyecciones climáticas para mapear las zonas más vulnerables a fenómenos como inundaciones urbanas, sequías, olas de calor,e incendios forestales. Su principal objetivo es brindar una visión integral del territorio, permitiendo a las autoridades locales y a la ciudadanía comprender los riesgos a los que están expuestos y tomar decisiones informadas para mitigar su impacto. Al detallar áreas críticas y puntos de mayor vulnerabilidad, el Atlas apoya la planificación urbana y la gestión de emergencias, además de fomentar la implementación de políticas públicas más resilientes y adaptadas al contexto del cambio climático en Saltillo.\n"
2025 Disclosure Cycle,779465,CDP,50397,Presidencia Municipal de Saltillo,City,Latin America,Mexico,Public,Q2.1.1,Provide details on your climate risk and vulnerability assessment.,2,Row 2,,http://www.implansaltillo.mx/files_publicaciones/archivo_publicacion_19.pdf,The assessment can be accessed (unrestricted) on the link provided,Same - covers entire jurisdiction and nothing else,2019,Assessment considers water security|Assessment considers vulnerable populations|Assessment includes sectors and/or urban systems,"Estudio que evalúa la capacidad del municipio para anticipar, resistir y recuperarse de los impactos derivados del cambio climático y otros riesgos urbanos. Este análisis identifica las principales vulnerabilidades sociales, económicas y ambientales de la ciudad, enfocándose en factores como la infraestructura crítica, el acceso a servicios básicos, la gestión del agua y la calidad de los espacios públicos. También resalta las áreas donde se requiere fortalecer la planificación urbana, la gobernanza climática y la participación ciudadana. Los resultados del estudio proporcionan una hoja de ruta para desarrollar políticas y proyectos que aumenten la resiliencia de Saltillo, priorizando la integración de criterios de sostenibilidad, equidad y adaptación climática en el desarrollo urbano, contribuyendo así a una ciudad más segura y preparada frente a futuros desafíos"
