disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Main community-wide emissions inventory attachment (spreadsheet)^,col2_URL link (with unrestricted access)^,col3_Status of main community-wide inventory attachment and/or direct link,col4_Year covered by main inventory^,col5_Boundary of main inventory relative to jurisdiction boundary^,col6_Population in year covered by main inventory,col7_Primary protocol/framework used to compile main inventory,col8_GCoM: Primary protocol/framework used to compile main inventory^,col9_Tool used to compile main inventory,col10_Gases included in main inventory^,col11_Primary source of emission factors^^,col12_Source of global warming potential values,col13_Has the main inventory been audited/verified?,col14_Overall level of data quality,col15_Have any of the calculation methodologies and/or boundary used for this inventory changed when compared to the previously reported inventory?,col16_Additional/historical inventories and other relevant attachments,"col17_Further documentation, links and comments"
2025 Disclosure Cycle,779465,CDP,60349,Prefeitura de São Leopoldo,City,Latin America,Brazil,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,inventario_gee_sao_leopoldo.pdf,3º Inventário de Emissões de Gases de Efeito Estufa de São Leopoldo - ano 2021.,The emissions inventory has been attached,2021,Same - covers entire jurisdiction and nothing else,237720,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),CIRIS,CO2|CH4|N2O,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"No, not audited/verified",Activity data - High data quality|Emissions factors - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,Não há inventários anteriores ao ano base de 2019.
2025 Disclosure Cycle,779465,CDP,60351,Prefeitura de Sobral,City,Latin America,Brazil,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Sobral PSCI - V 1.5.1 (atualizado em maio_24).xlsx,"Planilha de cálculos anexada . Arquivo nomeado \'Sobral PSCI - V 1.5.1\' \nLink da planilha: https://docs.google.com/spreadsheets/d/11D2sCBjyLz_9H6qPg03-dGJO3wpOLVbz/edit?gid=585794254#gid=585794254\n\nInventário de Emissões de Gases do Efeito Estufa de Sobral, acesso ao documento em https://drive.google.com/file/d/13ljWNCh0m4oAP0h1xxkM6QmILrO5a-KL/view",The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,203023,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),Consultancy-developed tool/process: Ferramenta facilitada pelo acompanhamento técnico realizado pelo GCoM,N2O|CO2|CH4,,IPCC Fifth Assessment Report (2013),"No, not audited/verified",Activity data - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,primeiro_iegee_de_sobral_.pdf,"As temáticas e setores abrangidos pelo\ninventário, tendo como recorte temporal\npara o levantamento de dados os meses\nde janeiro a dezembro de 2022.\n\nLink de acesso da publicação: https://seuma.sobral.ce.gov.br/iinformativos/planos?view=article&id=672:inventario-de-emissao-de-gases-do-efeito-estufa-de-sobral-iegee&catid=8:site"
2025 Disclosure Cycle,779465,CDP,60361,Prefeitura de Tangará da Serra,City,Latin America,Brazil,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"Tangará da Serra_avaliacao_de_risco_2025-11-11_pt-BR.csv,eCRF-inventory-BR TSE-2022.xlsx",,The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,106304,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),,SF6|NF3|CO2|CH4|HFCs|N2O|PFCs,Default IPCC emission factors,IPCC Sixth Assessment Report (2021),"Yes, externally audited/verified (third-party verification)",Emissions factors - High data quality|Activity data - Medium data quality,,Tangará da Serra_avaliacao_de_risco_2025-11-11_pt-BR.csv,
2025 Disclosure Cycle,779465,CDP,60381,Alcaldía Distrital de Santa Marta,City,Latin America,Colombia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Inventario de Emisiones.pdf,No Aplica,The emissions inventory has been attached,2016,Same - covers entire jurisdiction and nothing else,491535.0,Jurisdiction specific methodology,,US EPA Greenhouse Gas Inventory Tool (US),CO2|N2O,National/sub-national emission factors: ,Do not know,,,,,No Aplica
2025 Disclosure Cycle,779465,CDP,60385,Alcaldía de Villavicencio,City,Latin America,Colombia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://americadosul.iclei.org/es/documentos/villavicencio-analisis-de-riesgo-y-vulnerabilidad-climatica/,The emissions inventory has been attached,2023,Same - covers entire jurisdiction and nothing else,514030.0,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Carbon Monitor Cities,CH4|N2O|NF3|PFCs|HFCs|SF6|CO2,Default IPCC emission factors,IPCC Fourth Assessment Report (2007),"Yes, internally audited/verified (self-verification)",Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,NA
2025 Disclosure Cycle,779465,CDP,60407,Municipalidad de Colina,City,Latin America,Chile,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Calculador Cuantificación Territorial_Colina_0404.xlsx,,The emissions inventory has been attached,2019,Same - covers entire jurisdiction and nothing else,173119,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),,Other regionally/nationally developed tool/process: Hoja de cálculo del programa Huella Chile del Ministerio de Medio Ambiente,N2O|CO2|CH4|NF3|SF6|HFCs|PFCs,Default IPCC emission factors,IPCC Fourth Assessment Report (2007),"Yes, externally audited/verified (third-party verification)",Activity data - High data quality,Other: No se ha actualizado,,
2025 Disclosure Cycle,779465,CDP,60408,Municipalidad de Talca,City,Latin America,Chile,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Inventario_Emisiones_ZS_Macrozona-VC-Maule_2017y2023 (3).xlsx,https://huellachile.mma.gob.cl/wp-content/uploads/2025/04/07-Inventario-Comunal-Maule.pdf,The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,217000,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),,Other: Huella Chile,CO2|CH4|NF3|N2O,"National/sub-national emission factors: Censo de emissiones elaborado por Huella Chile, mas medicion local de PM10 y PM2.5",IPCC Sixth Assessment Report (2021),Other: No lo se,Emissions factors - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,07-Inventario-Comunal-Maule.pdf,https://huellachile.mma.gob.cl/comunas/
2025 Disclosure Cycle,779465,CDP,60410,Municipalidad de Peñalolén,City,Latin America,Chile,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,13-Inventario-Comunal-Metropolitana.pdf,Enlace Informe Inventario:\nhttps://huellachile.mma.gob.cl/wp-content/uploads/2025/04/13-Inventario-Comunal-Metropolitana.pdf,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2022,Other: Corresponde al inventario comunal de gases de efecto invernadero desagregado de todas las comunas de la Región Metropolitana,270707,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Other regionally/nationally developed tool/process: Inventario desarrollado por el Ministerio de Medio Ambiente para las comunas de la Región Metropolitana,CO2|NF3|N2O|SF6|CH4|HFCs|PFCs,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"Yes, externally audited/verified (third-party verification)",Activity data - High data quality|Emissions factors - Medium data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy but this has not triggered a recalculation of historic emissions data","3.1.1. Detalle Emisiones 2021.xlsx,3.1.1. Informe Inventario Emisiones GEI_2021.pdf,INVENTARIO 2019 (AÑO BASE 2016-2017)_TESIS.pdf","El año 2020 se subió el primer inventario comunal (año base 2016-2017) que fue desarrollado a partir de una tesis de una estudiante de la Universidad de Santiago de Chile, basado en consumos a nivel residencial y abarcó algunos GEI. \n\nEl año 2022, se publicó y reportó mediante esta plataforma, el primero inventario desarrollado por la ciudad (inventario año base 2021), el cual incluía un mayor alcance de gases y actividades, mucho más robusto que el anterior. \n\nEl inventario reportado en 2025, corresponde a un Inventario de Gases de Efecto Invernadero desarrollado por el programa HuellaChile del Ministerio del Medio Ambiente (organismo gubernamental), que estima las emisiones desagregadas por comuna, de todas las comunas de la región metropolitana del año 2022 (año base). En este inventario se detallan las emisiones específicas de Peñalolén por cada subsector y alcance, del nivel Básico de la metodología GPC. "
2025 Disclosure Cycle,779465,CDP,60433,Hvidovre Municipality,City,Europe,Denmark,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,167_eCRF-format_2023_Hvidovre_v4.0.xlsx,Emissions inventory attached as spreadsheet,The emissions inventory has been attached,2023,Same - covers entire jurisdiction and nothing else,53443,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Other regionally/nationally developed tool/process: The Danish municipal energy and GHG-inventory (Energi- og CO2-regnskabet),CH4|CO2|N2O,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),Other: Not specified,Emissions factors - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,
2025 Disclosure Cycle,779465,CDP,60588,City of Alba Iulia,City,Europe,Romania,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,CCC_2021_BEI_Alba_Iulia.pdf,,The emissions inventory has been attached,2021,Same - covers entire jurisdiction and nothing else,74689,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Internal tool/process,CO2,Default IPCC emission factors,Do not know,"Yes, internally audited/verified (self-verification)",Emissions factors - High data quality|Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,This GHG inventory is part of M100 Climate City Contract. M100 is a national project through which Romania coordinates its efforts to achieve the climate neutrality targets set at the European level - a national project in Romania that acts as a mirror to the EU Mission \'100 Climate-Neutral and Smart Cities\'
2025 Disclosure Cycle,779465,CDP,60599,"Town of Bridgewater, NS",City,North America,Canada,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"Bridgewater_2_scn276 GPC Emissions Report, 2021.xlsx",none,The emissions inventory has been attached,2021,Same - covers entire jurisdiction and nothing else,8795,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),CityInSight,CO2|CH4|N2O,National/sub-national emission factors: Environment Canada NIR 2023,IPCC Fifth Assessment Report (2013),"Yes, internally audited/verified (self-verification)",Activity data - High data quality|Activity data - Low data quality,"Other: While creating the 2021 Inventory, we discovered an error in the previous 2011 Inventory - industrial energy use was reported as being higher than it should have been, due to a calculation error. We have not yet recalculated our 2011 Inventory.",,"While creating the 2021 Inventory, we discovered an error in the previous 2011 Inventory - industrial energy use was reported as being higher than it should have been, due to a calculation error. We are noting this here, but we have not formally recalculated our 2011 Inventory."
2025 Disclosure Cycle,779465,CDP,60602,"Town of Ajax, ON",City,North America,Canada,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://shared.ontariotechu.ca/shared/department/research/brilliant-energy-institute-website/durhamclimateroundtable/durhamzero-jan-20251.pdf,The emissions inventory can be accessed (unrestricted) on the link provided,2023,Other: Covers Regional Municipality of Durham,757550,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),,Internal tool/process,CH4|N2O|CO2,National/sub-national emission factors: In accordance with the National Inventory Report (NIR). Source: https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca,IPCC Sixth Assessment Report (2021),"Yes, internally audited/verified (self-verification)",Emissions factors - Medium data quality|Activity data - Medium data quality,No changes to the methodology and/or boundary used as this is the jurisdictions first year reporting an emissions inventory,,NA
2025 Disclosure Cycle,779465,CDP,60625,Dire Dawa,City,UKWW,Ethiopia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,BEI DDC 2024 TO 2050.xlsx,,The emissions inventory has been attached,2024/2025,Same - covers entire jurisdiction and nothing else,366000,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Low Emissions Analysis Platform (LEAP),CH4|CO2|N2O,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"Yes, externally audited/verified (third-party verification)",Activity data - High data quality,"Yes, due to a change to the inventory boundary and this has triggered a recalculation of historic emissions data",Final Draft DDC SECAP 8_10_25.pdf,"Three inventories—2015, 2018, and 2024—have been completed to date. Apart from 2015 inventory, all follow the GPC BASIC+ reporting level, covering Scopes 1, 2, and 3.\n2015 and 2018 Inventories: These covered the entire administrative jurisdiction of Dire Dawa, including both urban and rural areas. Consequently, sectors with significant rural influence—particularly stationary energy (biomass and kerosene for cooking) and agriculture, forestry, and other land use (AFOLU)—showed higher emissions.\n2024 Inventory: This latest assessment focuses solely on the urban boundary of Dire Dawa City. This change brings the inventory scope in line with the C40 methodology for city-scale GHG accounting, and aligns with the functional urban area targeted in this Climate Action Plan. As a result, apparent reductions in some sectors reflect a revised spatial boundary rather than actual mitigation outcomes.\n"
2025 Disclosure Cycle,779465,CDP,60656,"City of Piedmont, CA",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,https://docs.google.com/spreadsheets/d/1ikT_YF-RbVhBXVaCuydLkl7xguzOXJfgYWTINLpVG40/edit?usp=sharing,The emissions inventory can be accessed (unrestricted) on the link provided,2022,Same - covers entire jurisdiction and nothing else,10811,,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI USA),ICLEI ClearPath,CH4|CO2|N2O,Default IPCC emission factors,IPCC Sixth Assessment Report (2021),"Yes, externally audited/verified (third-party verification)",Emissions factors - High data quality|Activity data - Medium data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy and this has triggered a recalculation of historic emissions data",,Links to historical Greenhouse Gas Inventory reports can be found at https://piedmont.ca.gov/services___departments/planning___building/general_plan___other_policy_documents/climate_action_plan
2025 Disclosure Cycle,779465,CDP,60892,Municipalidad de Punta Arenas,City,Latin America,Chile,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,"CIRIS_Standard_v2.5_ES_PUNTAARENAS.pdf,PACCC PLAN DE ACIÓN COMUNAL CAMBIO CLIMATICO 2023-2030.pdf",https://www.puntaarenas.cl/,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2022,Same - covers entire jurisdiction and nothing else,132363,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),CIRIS,CO2,National/sub-national emission factors: ,IPCC Sixth Assessment Report (2021),"Yes, internally audited/verified (self-verification)",Emissions factors - High data quality|Activity data - High data quality,No changes to the methodology and/or boundary used as this is the jurisdictions first year reporting an emissions inventory,Inventario-Comunal-Magallanes.pdf,https://www.puntaarenas.cl/\n\nPlan de Acción Comunal de Cambio Climático
2025 Disclosure Cycle,779465,CDP,60906,Municipalidad de Vitacura,City,Latin America,Chile,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Informe final compilado Vitacura septiembre.pdf,Se adjunta archivo,The emissions inventory has been attached,2022,Same - covers entire jurisdiction and nothing else,94626,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Consultancy-developed tool/process: Se solicitó a una consultora hacer el cálculo de emisiones utilizando como protocolo a GPC,CO2|N2O|HFCs|SF6|CH4|NF3|PFCs,Default IPCC emission factors,"Other: Factores de emisión eléctricos por Sistema Nacional, inventario de Huella Chile (alineado a GPC), factores de DEFRA, el IPCC más reciente y por otros organismos gubernamentales.","No, not audited/verified",Activity data - High data quality|Emissions factors - Medium data quality,"Yes, due to a change to the inventory boundary and this has triggered a recalculation of historic emissions data","DEU_Informe y carta de verificación_firmado.pdf,Informe final_07_31.pdf","Corresponde a la huella de todo el territorio comunal que analiza los años 2018 y 2022. El año 2018 se encuentra verificado, se está adjuntando informe sólo del 2018 y su verificación. Estos números distan levemente (alrededor de un 5%) de los valores reportados en el informe de ambos años."
2025 Disclosure Cycle,779465,CDP,61467,Dipolog City,City,South East Asia & Oceania,Philippines,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,None,Unable to provide an attachment and/or direct link to my emissions inventory,2020,Same - covers entire jurisdiction and nothing else,138141,,1996 IPCC Guidelines for National Greenhouse Gas Inventories,Internal tool/process,CH4|CO2|N2O,,IPCC Fourth Assessment Report (2007),"Yes, externally audited/verified (third-party verification)",Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,None
2025 Disclosure Cycle,779465,CDP,62171,Metropolitan Municipality of Rouen,City,Europe,France,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,ges - février 2024.csv,https://atmonormandie.maps.arcgis.com/apps/MapSeries/index.html?appid=625c235aeaa147f891d5dc214cf7a17d,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2021,Same - covers entire jurisdiction and nothing else,497225,Regional or country/area specific methodology,,Other regionally/nationally developed tool/process: L'inventaire des émissions de gaz à effet de serre est réalisé par l'Observatoire Régional Énergie Climat Air de Normandie.,N2O|CO2|CH4|PFCs|HFCs|SF6|NF3,National/sub-national emission factors: dernière version du guide OMINEA du CITEPA,IPCC Fifth Assessment Report (2013),"Yes, externally audited/verified (third-party verification)",Emissions factors - High data quality,"Yes, due to changes in calculation methodology or improvements in data access and/or accuracy and this has triggered a recalculation of historic emissions data",,www.orecan.fr
2025 Disclosure Cycle,779465,CDP,62407,Blacktown City Council,City,South East Asia & Oceania,Australia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Analysis Report - All Sectors - 54 Areas - Emissions - 2022-23.csv,,The emissions inventory has been attached,2022/2023,Same - covers entire jurisdiction and nothing else,415000.0,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Other regionally/nationally developed tool/process: Kinesis,CO2|SF6|PFCs|HFCs|NF3|N2O|CH4,National/sub-national emission factors: Australian National Greenhouse Accounts Factors - For individuals and organisations estimating greenhouse gas emissions - August 2023,IPCC Fifth Assessment Report (2013),"Yes, externally audited/verified (third-party verification)",Activity data - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,
2025 Disclosure Cycle,779465,CDP,62791,City of Botoșani,City,Europe,Romania,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,PAED 2030 Botoșani - https://mycovenant.eumayors.eu/storage/web/mc_covenant/documents/8/fUqwWN5VPvGeIog37vpDrE2xHpNRlDVG.pdf,The emissions inventory can be accessed (unrestricted) on the link provided,2012,Same - covers entire jurisdiction and nothing else,122471,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Internal tool/process,CO2,Other: IPCC + LCA,IPCC Fourth Assessment Report (2007),"Yes, internally audited/verified (self-verification)",Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,NA
2025 Disclosure Cycle,779465,CDP,62793,City of Ploiești,City,Europe,Romania,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,,Air quality study for Ploiesti and Brazi commune - 2022-2026 https://www.ploiesti.ro/Strategii/Studiu_calitate_aer_Ploiesti_Brazi_2022-2026_v12_Final.pdf (covers the data from 2017) & Sustainable Energy Action Plan of the Municipality of Ploiești (covers the data from 2013) https://www.ploiesti.ro/PAED%20Municipiul%20Ploiesti.pdf,The emissions inventory can be accessed (unrestricted) on the link provided,2017,Same - covers entire jurisdiction and nothing else,230591,Other: EMEP/EEA + national methodology,,Internal tool/process,CO2,Do not know,Do not know,"Yes, internally and externally audited/verified",Emissions factors - Medium data quality|Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,NA
2025 Disclosure Cycle,779465,CDP,62795,City of Brașov,City,Europe,Romania,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Draft CCC_Brasov.pdf,Not available publicly yet. ,The emissions inventory has been attached,2021,Same - covers entire jurisdiction and nothing else,371802,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,Do not know,CO2,Default IPCC emission factors,Do not know,"Yes, internally and externally audited/verified",Activity data - Medium data quality|Emissions factors - Medium data quality,No changes to the methodology and/or boundary used as this is the jurisdictions first year reporting an emissions inventory,PACED Brasov 26.01.2024 .pdf,NA.
2025 Disclosure Cycle,779465,CDP,63562,"City of South Bend, IN",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,inventory_detail_2023_GHG_Inventory (1).xlsx,Please see attachment,The emissions inventory has been attached,2023,Same - covers entire jurisdiction and nothing else,103453.0,,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI USA),ICLEI ClearPath,CO2|CH4|N2O,Default IPCC emission factors,Do not know,"Yes, externally audited/verified (third-party verification)",Activity data - High data quality|Emissions factors - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,N/A
2025 Disclosure Cycle,779465,CDP,63608,City of Melville,City,South East Asia & Oceania,Australia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Community emissions 2024_2025.xlsx,"Some of the inventory came from Snapshot Australia (https://snapshotclimate.com.au/locality/municipality/australia/western-australia/melville/#) and Google Environmental Insights Explorer (https://insights.sustainability.google/) and the rest of the inventory came from calculations based on National Greenhouse accounts factors (see attachment) and the City's energy, waste and water data.",The emissions inventory has been attached,2023/2024,Same - covers entire jurisdiction and nothing else,110426,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),Internal tool/process,PFCs|HFCs|CO2|CH4|N2O,National/sub-national emission factors: National Greenhouse Accounts Factors 2023,Do not know,"No, not audited/verified",Activity data - High data quality|Emissions factors - High data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,"AFOLU, IPPU data are from: https://snapshotclimate.com.au/locality/municipality/australia/western-australia/melville/#\nTransport data are from: \nhttps://insights.sustainability.google/\nScheme and waste water data are from the Water Corporation Annual Report 2023 https://pw-cdn.watercorporation.com.au/-/media/WaterCorp/Documents/About-us/Our-performance/Annual-Reports/2023-Annual-Report/Annual-Report-2023.pdf?rev=ea845104e7c846eebd6221115f841e53&hash=A04589AD69092E99432DAA1FD525C0CC&_gl=1*11ku0cr*_gcl_au*MTg0ODEzNDY4OS4xNzI3MTQ5ODE1*_ga*MTg2MTk0MjE5Mi4xNzI3MTQ5ODE1*_ga_XS0K8Z5E0Y*MTcyNzc2MzYwNS4xLjAuMTcyNzc2MzYxMC41NS4wLjA.*_ga_2DXNDMGBGZ*MTcyNzc2MzYxMC4xLjAuMTcyNzc2MzYxMC42MC4wLjA."
2025 Disclosure Cycle,779465,CDP,63836,Vadodara Municipal Corporation,City,India,India,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Vadodara_Community Inventory_CDP Reporting Summary_2021-2022.xlsx,https://docs.google.com/spreadsheets/d/1xad_LK9cYu-4KS9vUN5JaRs_tBf3R8oG/edit?usp=sharing&ouid=107100384785723900479&rtpof=true&sd=true,The emissions inventory has been attached and can be accessed (unrestricted) on the link provided,2021/2022,Same - covers entire jurisdiction and nothing else,2559975,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC) reported in the format of GCoM Common Reporting Framework (CRF),Other: Harmonized Emissions Analysis Tool (HEAT+) by ICLEI,CO2|N2O|CH4,Default IPCC emission factors,IPCC Fourth Assessment Report (2007),"Yes, internally audited/verified (self-verification)",Emissions factors - High data quality|Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,,There are no historical inventories as the city is submitting it's first inventory
2025 Disclosure Cycle,779465,CDP,63941,"Broward County, FL",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,cdp_report_2024_with_2021_data.xlsx,Please see attached.,The emissions inventory has been attached,2021,Same - covers entire jurisdiction and nothing else,1934551,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),,ICLEI ClearPath,N2O|CO2|CH4,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"Yes, internally audited/verified (self-verification)",Emissions factors - Medium data quality|Activity data - Medium data quality,No changes to the methodology and/or boundary used when compared to the previously reported inventory,cdp_ICLEI_report_2019GHG_BrowardCounty.xlsx,N/A
2025 Disclosure Cycle,779465,CDP,64014,"City of Cupertino, CA",City,North America,United States of America,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,2021-cupertino-community-municipal-invts-rpt_final-w-app.pdf,,The emissions inventory has been attached,2021,Same - covers entire jurisdiction and nothing else,58622,,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),ICLEI ClearPath,N2O|CH4|CO2,Default IPCC emission factors,IPCC Fifth Assessment Report (2013),"Yes, externally audited/verified (third-party verification)",Activity data - Medium data quality,,,
2025 Disclosure Cycle,779465,CDP,68250,City of Canada Bay,City,South East Asia & Oceania,Australia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,gpc_report_canada_bay_FY2023-24 5 September2025.csv,Emissions spreadsheet from Kinesis Resilient Sydney platform attached.,The emissions inventory has been attached,2023/2024,Same - covers entire jurisdiction and nothing else,98336,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),,Kinesis CCAP City Tool,CO2|CH4|N2O,National/sub-national emission factors: Primarily National Greenhouse Accounts; other published sources as required,Do not know,"Yes, internally and externally audited/verified",,,"FINAL Resilient Sydney Platform Data Method and Procedures v2.5.pdf,factors_canada_bay_FY2023-24.csv",
2025 Disclosure Cycle,779465,CDP,68265,Georges River Council,City,South East Asia & Oceania,Australia,Public,Q3.1.1,Provide information on and an attachment (in spreadsheet format)/ direct link to your main community-wide GHG emissions inventory.,1,Response,Analysis Report - All Sectors - 24 Areas - Emissions - 2022-23 (1).csv,NA,The emissions inventory has been attached,2023,Same - covers entire jurisdiction and nothing else,158051,Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),,Kinesis CCAP City Tool,CO2,National/sub-national emission factors: National greenhouse Accounts (Australia),IPCC Sixth Assessment Report (2021),"Yes, externally audited/verified (third-party verification)",Activity data - High data quality,No changes to the methodology and/or boundary used as this is the jurisdictions first year reporting an emissions inventory,,NA
