disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Opportunity,col2_Describe how the region is maximizing this opportunity
2025 Disclosure Cycle,779465,CDP,72953,Autonomous Region of the Azores,States & Regions,Europe,Portugal,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Additional funding and investment opportunities (e.g. access to REDD+),"Opportunity to access European funds (e.g. LIFE, INTERREG, FEDER)"
2025 Disclosure Cycle,779465,CDP,72958,Autonomous Region of Madeira,States & Regions,Europe,Portugal,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,A Região tem implementado projetos de reflorestação e conservação de áreas naturais. 
2025 Disclosure Cycle,779465,CDP,72958,Autonomous Region of Madeira,States & Regions,Europe,Portugal,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Increasing resilience to climate change impacts and other disasters,A (re)florestação e conservação de área florestais. A gestão sustentável das áreas florestais.
2025 Disclosure Cycle,779465,CDP,72958,Autonomous Region of Madeira,States & Regions,Europe,Portugal,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Development of recreation and tourism industry,"Implementando várias estratégias, maximizando as oportunidades oferecidas por este sector que é o turismo, no que se refere à promoção de um destino turístico sustentável, destacando a floresta."
2025 Disclosure Cycle,779465,CDP,72958,Autonomous Region of Madeira,States & Regions,Europe,Portugal,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Ensuring clean water supply,"Gestão de recursos hídricos de modo a garantir o abastecimento de água potável. Associado sempre às florestas, que desempenham um papel fundamental na regulação dos recursos hídricos, e na prevenção doa erosão do solo."
2025 Disclosure Cycle,779465,CDP,72958,Autonomous Region of Madeira,States & Regions,Europe,Portugal,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,"Other ecosystem services from forests realized (e.g. improved well-being, soil erosion management)","Promover a floresta como um espaço de lazer e recreação, com percursos, áreas de lazer e áreas para atividades desportivas. Implementação de projetos de (re)florestação e conservação do solo de forma a prevenir a erosão do solo."
2025 Disclosure Cycle,779465,CDP,72958,Autonomous Region of Madeira,States & Regions,Europe,Portugal,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,6,Row 6,Increase opportunities for partnerships and establish joint forest management principles,"Colaboração com organizações internacionais para implementar práticas de gestão florestal sustentável, e com outras entidades que permite desenvolver novas tecnologias e métodos de gestão florestal. Parcerias que ajudam a melhorar a eficiência e a sustentabilidade das práticas florestais."
2025 Disclosure Cycle,779465,CDP,72994,Cross River State,States & Regions,UKWW,Nigeria,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,"expanding the forest cover by planting more trees, restoring degraded forest"
2025 Disclosure Cycle,779465,CDP,72994,Cross River State,States & Regions,UKWW,Nigeria,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,"Other ecosystem services from forests realized (e.g. improved well-being, soil erosion management)",enhance the bridging of the agriculture-forestry drive through the practice of agroforestry. Hence encourage the formation of partnership from the agric and other land-use sector with forestry for an integrated landscape management for multiple benefits generation 
2025 Disclosure Cycle,779465,CDP,72994,Cross River State,States & Regions,UKWW,Nigeria,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Increasing resilience to climate change impacts and other disasters,enhance watershed protection
2025 Disclosure Cycle,779465,CDP,72994,Cross River State,States & Regions,UKWW,Nigeria,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Gain access to export markets with higher sustainability standards,
2025 Disclosure Cycle,779465,CDP,72994,Cross River State,States & Regions,UKWW,Nigeria,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Sustain livelihoods dependent on forests,
2025 Disclosure Cycle,779465,CDP,72994,Cross River State,States & Regions,UKWW,Nigeria,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,6,Row 6,Development of recreation and tourism industry,"safeguard habitat of the great apes, which boost our ecotourism drive "
2025 Disclosure Cycle,779465,CDP,72994,Cross River State,States & Regions,UKWW,Nigeria,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,7,Row 7,Gain access to export markets with higher sustainability standards,value addition to our forest products and certification value
2025 Disclosure Cycle,779465,CDP,72994,Cross River State,States & Regions,UKWW,Nigeria,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,8,Row 8,Compliance to policies and regulations,our jurisdiction complies with acceptable best practices and standards
2025 Disclosure Cycle,779465,CDP,72994,Cross River State,States & Regions,UKWW,Nigeria,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,9,Row 9,Increase opportunities for partnerships and establish joint forest management principles,offers comfort and serves as incentive to partners to invest in the forest sector
2025 Disclosure Cycle,779465,CDP,73013,Campeche,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Increasing resilience to climate change impacts and other disasters,"Incentivo al desarrollo de tecnologías de cultivo compatibles con el manejo sustentable de los ecosistemas.\nIncentivo a la conservación de flora regional melífera y favorecer la producción de miel orgánica o ecológica.\nMantenimiento de estrategias económicas eficientes que permitan asegurar la pérdida de cultivos ante eventos climáticos extremos, principalmente en el maíz.\nProvisión de infraestructura para la implementación de sistemas de riego tecnificado en las zonas con mayor vulnerabilidad al cambio climático."
2025 Disclosure Cycle,779465,CDP,73013,Campeche,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Development of recreation and tourism industry,"A traves de las Unidades de Manejo para la Conservación y Aprovechamiento sustentable de la Vida Silvestre, se promueve una forma de conservación sustentable que a la vez impacta en el desarrollo de la industria de turismo y recreación desde el ecoturismo."
2025 Disclosure Cycle,779465,CDP,73013,Campeche,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Climate change mitigation,Fortalecimiento de los programas de las áreas naturales protegidas.\nDefinición y mitigación de las principales fuentes de contaminación y las actividades entrópicas que atentan de una manera más agresiva a la biodiversidad en el estado.\nReforestación y restauración de áreas importadas.
2025 Disclosure Cycle,779465,CDP,73013,Campeche,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,"Other ecosystem services from forests realized (e.g. improved well-being, soil erosion management)","- Fomentar la capacitación técnica en los esquemas de PSA a integrantes de las localidades de las áreas de influencia REDD+.\n- Promover e incentivar la normatividad sobre ecoturismo. -Establecer incentivos estatales permanentes.\n-Evaluar el impacto de los PSA locales y regionales.\n- Realizar campañas de difusión sobre conservación, restauración y manejo, dirigido a los objetivos REDD+. -Ofrecer alternativas para las comunidades que no cumplen con los requisitos del PSA.\n-Implementar programas de inspección, vigilancia y monitoreo."
2025 Disclosure Cycle,779465,CDP,73013,Campeche,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Additional funding and investment opportunities (e.g. access to REDD+),"En 2020 implementamos proyectos en materia de combate a incendios forestales, de Ordenamientos Territoriales Ecológicos y de Gobernanza con recursos de Noruega ."
2025 Disclosure Cycle,779465,CDP,73013,Campeche,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,6,Row 6,Gain access to export markets with higher sustainability standards,"Al llevar a cabo una gestión forestal sustentable, estas acciones garantizan obtener acceso a los mercados de exportación con estandares de sostenibilidad más estrictos"
2025 Disclosure Cycle,779465,CDP,73013,Campeche,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,7,Row 7,Sustain livelihoods dependent on forests,
2025 Disclosure Cycle,779465,CDP,73014,Quintana Roo,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Continued access to forest products,"Conservación de bosques naturales, mediante programas de manejo forestal, permite los beneficios para las comunidades dueñas de los bosques y mejorar la resiliencia ante el cambio climático."
2025 Disclosure Cycle,779465,CDP,73018,Aguascalientes,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,"Los bonos de carbono representan una herramienta clave para la gestión forestal sostenible y la mitigación del cambio climático. Al permitir que las empresas y gobiernos compensen sus emisiones de gases de efecto invernadero invirtiendo en proyectos de reforestación y conservación, estos bonos no solo generan ingresos, sino que también fomentan prácticas que protegen los ecosistemas."
2025 Disclosure Cycle,779465,CDP,73019,Yucatan,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Compliance to policies and regulations,"En el año 2022, estuvieron en operación dos proyectos asociados a la gestión forestal:\n\nEstrategia Arborizando Yucatán\nSe implementó esta estrategia con el objetivo de disminuir la degradación de los recursos forestales en el Estado, mediante la participación de la sociedad con acciones de arborización y reforestación de las áreas urbanas y rurales que requieren cobertura\nforestal. En el periodo que se informa, se plantaron 300,720 plantas nativas para una cobertura de 903.06 hectáreas reforestadas. Se entregaron 30 opiniones técnicas sobre el componente forestal; se realizaron 15\nsesiones de comité de cambio de uso de suelo en terrenos forestales y 255 seguimientos de la sobrevivencia en las superficies autorizadas\ncon plantas nativas.\n\nProducción de Plantas Nativas con Fines de\nReforestación Social y Productiva\nEsta actividad tiene el objetivo de disminuir la degradación de los recursos forestales en el Estado mediante la producción de plantas nativas con lo cual se contribuye al aumento de la arborización, reforestación y la mitigación de efectos ambientales atribuidos al cambio climático y calentamiento global.\nEn el periodo que se informa, se han donado 104,349 plantas nativas en 37 municipios y se produjeron 120,000 plantas nativas.\nDurante la presente Administración se han producido 590,000 plantas nativas y se han donado 498,843 plantas nativas con la participación de cinco grupos sociales en igual número de viveros ubicados en los municipios de Dzilam de Bravo, Mocochá, Ticul, Tixcacalcupul y Yobaín con la participación de 36 personas, en donde el 61% son mujeres. Se contribuye a la Conclusión 8 del Informe del\nGrupo de Trabajo Conformado para atender la solicitud de alerta de violencia de Género contra las mujeres para el Estado de Yucatán que\nestablece “Destinar recursos suficientes a los programas y acciones encaminadas a lograr la igualdad entre mujeres y hombres por parte\nde los Ayuntamientos y el Ejecutivo Estatal”.\nAsí mismo, durante la actual Administración se incrementaron las especies de plantas nativas que se producen, el cual pasó de 14 especies a una paleta vegetal de 70 especies frutales,\nnectopoliniferas, forestales y palmas, entre las que se encuentran el Akits, Balché, Ceiba, Chakah, Chukum, Icaco, Kanisté, Kitinché,\nRoble, Tauch, Uspibil, entre otras."
2025 Disclosure Cycle,779465,CDP,73019,Yucatan,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Sustain livelihoods dependent on forests,"Se aprovecha el PEECC como oportunidad para establecer estrategias, líneas de acción y políticas que mantengan los medios de vida que dependen de los bosques. El PEECC define como estrategia de mitigación y adaptación para mantener las superficies naturales y forestales mediante líneas de acción que fomentan el aprovechamiento económico sustentable de los recursos forestales a través de comunidades. De igual manera, plantea la política de impulsar estrategias de mitigación y adaptación en diversos sectores. \n\nLas Áreas Destinadas Voluntariamente a la Conservación (ADVC) son un mecanismo de conservación en el cual la sociedad civil, comunidades y/o ejidos; suscriben de forma voluntaria sus territorios. Yucatán aprovecha las ADVCs para brindar apoyo económico a territorios que representen un recurso forestal significativo y para promover en ellos actividades forestales sustentables, entre ellas, agricultura tradicional, sistemas agrosilvopastoriales, silvicultura, entre otras.\n\nEl Estado también ha aprovechado las Áreas Naturales Protegidas (ANP) como mecanismo para promover y mantener, de manera sustentable, los medios de vida que dependen de los bosques. Esto por medio del desarrollo de estrategias de conservación, protección y regulación; al igual que mediante el desarrollo e implementación de Programas de Manejo específicamente diseñados para atender las necesidades y características del ANP. Seis de las ANP estatales ya cuentan con Programa de Manejo en el cual se determinan acciones de aprovechamiento sustentable, así como mecanismos de protección y regulación de los ecosistemas."
2025 Disclosure Cycle,779465,CDP,73019,Yucatan,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Increasing resilience to climate change impacts and other disasters,"El cumplimiento de las metas del PEECC permitirá que nuestro Estado transite hacia una economía competitiva de bajas emisiones de carbono, fortaleciendo las capacidades adaptativas en incremento de la resiliencia, en beneficio del medio ambiente y de los ciudadanos."
2025 Disclosure Cycle,779465,CDP,73019,Yucatan,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Ensuring clean water supply,"Acuerdo SDS 10/2022 por el que se emite el proyecto de Norma Técnica Ambiental\nNTA-001-SDS-22 que establece los procedimientos, criterios y lineamientos técnico-jurídicos, que deberán observarse en el diseño, construcción, operación, mantenimiento y abandono de los centros de producción pecuarios porcícolas\nen el estado de Yucatán."
2025 Disclosure Cycle,779465,CDP,73023,Jalisco,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Climate change mitigation,"INICIATIVA “TEQUILA LIBRE DE DEFORESTACIÓN” es un esquema de colaboración incluye acciones estratégicas orientadas a disminuir el impacto ambiental, tanto del cultivo como de la producción del tequila. La primera acción refiere al diseño e implementación del Protocolo y Certificado Agave-tequila Cero Deforestación, a través de criterios medioambientales emitidos por la Semadet para la planificación, zonificación y verificación de las nuevas plantaciones, asegurando que éstas serán libres de problemas de deforestaciónJalisco cuenta con más de 100 mil hectáreas y un total de 399 millones de plantas de agave(CGGTCC)fuente: https://jalisco.gob.mx/es/prensa/noticias/98840"
2025 Disclosure Cycle,779465,CDP,73023,Jalisco,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Preferential sourcing by companies,"Se esta generando una colaboración con todos los actores involucrados en la cadena de suministro de la actividad forestal, intentando que los consumidores conozcan el origen de la materia prima (RN-SEMADET)."
2025 Disclosure Cycle,779465,CDP,73023,Jalisco,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Continued access to forest products,"Apoyar a los productores forestales maderables y no maderables, en los procesos de planeación, transformación, comercialización (RN-SEMADET)."
2025 Disclosure Cycle,779465,CDP,73023,Jalisco,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,6,Row 6,Additional funding and investment opportunities (e.g. access to REDD+),"Se están buscando alternativas de financiamiento, crédito o pago por resultados (RN-SEMADET)."
2025 Disclosure Cycle,779465,CDP,73023,Jalisco,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,7,Row 7,Compliance to policies and regulations,"Apego y difusión del marco legal para su cumplimiento, así como desarrollar propuestas de mejora (RN-SEMADET)."
2025 Disclosure Cycle,779465,CDP,73023,Jalisco,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,8,Row 8,Gain access to export markets with higher sustainability standards,Se está impulsando los procesos de certificación internacional (RN-SEMADET).
2025 Disclosure Cycle,779465,CDP,73025,Tabasco,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,"Mediante la reforestación de áreas naturales protegidas, zonas de manglares y ecosistemas en buen estado de conservación."
2025 Disclosure Cycle,779465,CDP,73025,Tabasco,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,"Other ecosystem services from forests realized (e.g. improved well-being, soil erosion management)","A través de la planeación de programas de educacion, cultura ambiental y capacitación en areas rurales."
2025 Disclosure Cycle,779465,CDP,73027,Chiapas,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Sustain livelihoods dependent on forests,"Se busca incrementar el manejo de bosques mediante la creación de empresas forestales comunitarias, en el cual el bloque sea el detonante para el incremento de la calidad de vida y el mantenimiento de los servicios ambientales "
2025 Disclosure Cycle,779465,CDP,73027,Chiapas,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Climate change mitigation,Se están implementando acciones que están encaminadas a reducir y limitar las emisiones de gases de efecto invernadero y también para reducir la vulnerabilidad
2025 Disclosure Cycle,779465,CDP,73027,Chiapas,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Compliance to policies and regulations,"Se cuenta con Normatividad que permite regular todas aquellas actividades que fomenten el cuidado del medio ambiente. Se cuenta con una Ley de Cambio Climático, también se cuenta con reglamentos específicos para reducir los impactos negativos por la contaminación al aire ambiente."
2025 Disclosure Cycle,779465,CDP,73027,Chiapas,States & Regions,Latin America,Mexico,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Development of recreation and tourism industry,"Se están implementando acciones para la desarrollo del ecoturismo en el estado, con una visión sostenible y de aumento de la cobertura forestal "
2025 Disclosure Cycle,779465,CDP,73051,East Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Increased attention to other environmental concerns,"Developing the Green Growth Compact program, which is a multi-stakeholder collaborative program to implement green development (for example: rehabilitation of mangrove forests in the Mahakam delta, community development that cares about forest and land fire, development of climate villages program to prevent deforestation and to promote alternative sustainable livelihood for local people, etc.) "
2025 Disclosure Cycle,779465,CDP,73051,East Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Climate change mitigation,"(a). Prepare and publish the East Kalimantan Climate Change Master Plan document in 2015 (b). Issued local regulation number 07/2019 concerning Adaptation and Mitigation of Climate Change; (c). integrating climate change issues into regional development plan documents; (d), Implementing climate change mitigation programs through the jurisdictional scaleFCPF-Carbon Fund program, 2020-2024. "
2025 Disclosure Cycle,779465,CDP,73051,East Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Additional funding and investment opportunities (e.g. access to REDD+),"Environmental Management Fund managed by BPDLHEcology-Based Provincial Budget Transfer (TAPE) Scheme, and Ecology-Based Regency Budget Transfer (TAKE)"
2025 Disclosure Cycle,779465,CDP,73051,East Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Develop jurisdictional approaches,Implementing a jurisdictional-based avoided deforestation and forest degradation program in 2020-2024 in East Kalimantan
2025 Disclosure Cycle,779465,CDP,73051,East Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Compliance to policies and regulations,"(a). Implementing a moratorium policy for new licenses for exploitation of natural resources (mining, plantation, forestry); (b). Implementing Clear and Clean policy for coal mining operations (about 400 out of 1300 coal companies had their licenses revoked for not complying with administrative regulations and provisions)."
2025 Disclosure Cycle,779465,CDP,73051,East Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,6,Row 6,Gain access to export markets with higher sustainability standards,"Developing sustainable plantations with the Indonesia Sustainable Palm Oil and Roundtable Sustainable Palm Oil (RSPO) approaches, including the protection and management of forested areas within the permit area."
2025 Disclosure Cycle,779465,CDP,73064,West Kalimantan,States & Regions,South East Asia & Oceania,Indonesia,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,"West Kalimantan currently participated in the mitigation action to climate changes through international forums, contributed in the Nationally Determined Contribution (NDC) and supporting the National GHG Inventory through the RAD-GRK."
2025 Disclosure Cycle,779465,CDP,73088,State of Hesse,States & Regions,Europe,Germany,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,"Climate Change Mitigation (Hessen):\nHessen contributes to climate change mitigation by strengthening forests as carbon sinks through large-scale forest conversion programs (Waldumbau), replacing vulnerable monocultures with climate-resilient mixed forests. Additional measures include sustainable forest management (PEFC/FSC certification), protection of UNESCO World Heritage beech forests and Natura 2000 sites, as well as integration of forest adaptation and carbon storage into the Climate Plan Hessen (LN-07: Development of climate-resilient forests)."
2025 Disclosure Cycle,779465,CDP,73088,State of Hesse,States & Regions,Europe,Germany,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Increasing resilience to climate change impacts and other disasters,"Increasing resilience to climate change (Hessen):\nHessen increases forest resilience to climate change through the conversion of vulnerable monocultures into climate-resilient mixed forests (Waldumbau, LN-07 of the Climate Plan Hessen). Additional actions include promoting drought- and pest-tolerant species, enhancing biodiversity through Natura 2000 and UNESCO World Heritage sites, and sustainable forest management (PEFC/FSC certification) to secure long-term ecological, social, and economic functions."
2025 Disclosure Cycle,779465,CDP,73088,State of Hesse,States & Regions,Europe,Germany,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Continued access to forest products,"Continued access to forest products (Hessen):\nHessen ensures continued access to forest products through sustainable forest management certified under PEFC and FSC, which balances timber production with ecological and social functions. The forest conversion program (Waldumbau, LN-07 of the Climate Plan Hessen) secures long-term timber supply by establishing climate-resilient mixed forests, while also safeguarding biodiversity and carbon storage."
2025 Disclosure Cycle,779465,CDP,73088,State of Hesse,States & Regions,Europe,Germany,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,4,Row 4,Development of recreation and tourism industry,"Hessen promotes forests as important spaces for recreation and sustainable tourism, for example through the National Park Kellerwald-Edersee (UNESCO World Heritage Beech Forests) and numerous nature parks. Sustainable forest management (PEFC/FSC) and the Climate Plan Hessen (LN-07: Development of climate-resilient forests) ensure that tourism development is combined with biodiversity protection and climate adaptation."
2025 Disclosure Cycle,779465,CDP,73088,State of Hesse,States & Regions,Europe,Germany,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,5,Row 5,Increased attention to other environmental concerns,"Sustainable forest management in the region also addresses biodiversity, soil and water protection, and climate adaptation, ensuring that forests contribute to multiple environmental goals beyond timber and carbon storage.”"
2025 Disclosure Cycle,779465,CDP,73112,Region of Uusimaa,States & Regions,Europe,Finland,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Other: Sustainable use of forests is seen as a key principle for the whole forestry sector.,
2025 Disclosure Cycle,779465,CDP,73119,Pastaza,States & Regions,Latin America,Ecuador,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Climate change mitigation,"Captura de carbono a traves de los bosques, permitir el desarrollo local mediante el proceso de sistemas de plantas de ciclo corto"
2025 Disclosure Cycle,779465,CDP,73149,Quebec,States & Regions,North America,Canada,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,"Other ecosystem services from forests realized (e.g. improved well-being, soil erosion management)","Quebec has a forestry regime aimed at ensuring sustainable forest management and, consequently, the sustainability of the forest heritage. Forest certification is a complement to the Quebec forestry regime, as it constitutes an additional recognition of the quality of sustainable forest management for industrials. It also contributes to the improvement of forestry practices (see: https://mffp.gouv.qc.ca/les-forets/amenagement-durable-forets/certification-forestiere/). \nThe application of sustainable forest management in Quebec is an important and innovative evolution in forest management because it aims to ensure the sustainability of the forest heritage by promoting an ecosystem-based management as well as an integrated and regionalized management of forest resources and territory. Therefore, Quebec's forestry regime supports the regional forest economy by creating sustainable jobs."
2025 Disclosure Cycle,779465,CDP,73172,Acre,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,1,Row 1,Climate change mitigation,
2025 Disclosure Cycle,779465,CDP,73172,Acre,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Increasing resilience to climate change impacts and other disasters,Diversificação e desenvolvimento de cadeias produtivas sustentáveis (florestais e agrícolas)
2025 Disclosure Cycle,779465,CDP,73177,Mato Grosso,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,2,Row 2,Climate change mitigation,"A conservação dos recursos florestais remanescentes no estado são de fundamental importância para a manutenção da biodiversidade e potencial para construir soluções baseadas nos ecossistemas, principalmente aquelas relacionadas à conservação de solo e água e manutenção dos processos hidrológicos, como a evapotranspiração florestal e sua importância na produção agropecuária e florestal, e geração de energia elétrica. "
2025 Disclosure Cycle,779465,CDP,73177,Mato Grosso,States & Regions,Latin America,Brazil,Public,Q10.12.1,Please indicate the opportunities associated with sustainable forest management and describe how your region is positioning itself to take advantage of them.,3,Row 3,Additional funding and investment opportunities (e.g. access to REDD+),"Em decorrência das políticas e esforços de redução de desmatamento, o estado de Mato Grosso foi selecionado para receber um Programa de Pagamento por Resultado, o Programa REM-MT, que aportou, até o momento, investimentos na ordem de cerca de 200 milhões de reais, os quais serão investido em quatro subprogramas diferentes: agricultura familiar e povos e comunidades tradicionais; produção sustentável, inovação e mercados; territórios indígenas; e fortalecimento institucional."
